symptom,duration,interpretation,risk_level,clinical_category,emergency_flag
Rash,2-4 Weeks,Emergency Evaluation Needed,High,Respiratory,No
Rash,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Rash,2-4 Weeks,Underlying Disease Progression,Low,Neurological,No
Rash,1-3 Months,Acute Condition Likely,Medium,Gi,Yes
Rash,1-3 Months,Possible Infection,High,General,No
Rash,1-3 Months,Monitor Symptoms,Critical,Respiratory,Yes
Rash,1-3 Months,Requires Clinical Evaluation,Low,Cardiac,No
Rash,1-3 Months,Chronic Condition Suspected,Medium,Neurological,Yes
Rash,1-3 Months,Emergency Evaluation Needed,High,Gi,No
Rash,1-3 Months,Lifestyle-Related Issue Possible,Critical,General,Yes
Rash,1-3 Months,Underlying Disease Progression,Low,Respiratory,No
Rash,Chronic (>3 Months),Acute Condition Likely,Medium,Cardiac,Yes
Rash,Chronic (>3 Months),Possible Infection,High,Neurological,No
Rash,Chronic (>3 Months),Monitor Symptoms,Critical,Gi,Yes
Rash,Chronic (>3 Months),Requires Clinical Evaluation,Low,General,No
Rash,Chronic (>3 Months),Chronic Condition Suspected,Medium,Respiratory,Yes
Rash,Chronic (>3 Months),Emergency Evaluation Needed,High,Cardiac,No
Rash,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Rash,Chronic (>3 Months),Underlying Disease Progression,Low,Gi,No
Itching,< 1 Day,Acute Condition Likely,Medium,General,Yes
Itching,< 1 Day,Possible Infection,High,Respiratory,No
Itching,< 1 Day,Monitor Symptoms,Critical,Cardiac,Yes
Itching,< 1 Day,Requires Clinical Evaluation,Low,Neurological,No
Itching,< 1 Day,Chronic Condition Suspected,Medium,Gi,Yes
Itching,< 1 Day,Emergency Evaluation Needed,High,General,No
Itching,< 1 Day,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Itching,< 1 Day,Underlying Disease Progression,Low,Cardiac,No
Itching,1-3 Days,Acute Condition Likely,Medium,Neurological,Yes
Itching,1-3 Days,Possible Infection,High,Gi,No
Itching,1-3 Days,Monitor Symptoms,Critical,General,Yes
Itching,1-3 Days,Requires Clinical Evaluation,Low,Respiratory,No
Itching,1-3 Days,Chronic Condition Suspected,Medium,Cardiac,Yes
Itching,1-3 Days,Emergency Evaluation Needed,High,Neurological,No
Itching,1-3 Days,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Itching,1-3 Days,Underlying Disease Progression,Low,General,No
Itching,3-7 Days,Acute Condition Likely,Medium,Respiratory,Yes
Itching,3-7 Days,Possible Infection,High,Cardiac,No
Itching,3-7 Days,Monitor Symptoms,Critical,Neurological,Yes
Itching,3-7 Days,Requires Clinical Evaluation,Low,Gi,No
Itching,3-7 Days,Chronic Condition Suspected,Medium,General,Yes
Itching,3-7 Days,Emergency Evaluation Needed,High,Respiratory,No
Itching,3-7 Days,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Itching,3-7 Days,Underlying Disease Progression,Low,Neurological,No
Itching,1-2 Weeks,Acute Condition Likely,Medium,Gi,Yes
Itching,1-2 Weeks,Possible Infection,High,General,No
Itching,1-2 Weeks,Monitor Symptoms,Critical,Respiratory,Yes
Itching,1-2 Weeks,Requires Clinical Evaluation,Low,Cardiac,No
Itching,1-2 Weeks,Chronic Condition Suspected,Medium,Neurological,Yes
Itching,1-2 Weeks,Emergency Evaluation Needed,High,Gi,No
Itching,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,General,Yes
Itching,1-2 Weeks,Underlying Disease Progression,Low,Respiratory,No
Itching,2-4 Weeks,Acute Condition Likely,Medium,Cardiac,Yes
Itching,2-4 Weeks,Possible Infection,High,Neurological,No
Itching,2-4 Weeks,Monitor Symptoms,Critical,Gi,Yes
Itching,2-4 Weeks,Requires Clinical Evaluation,Low,General,No
Itching,2-4 Weeks,Chronic Condition Suspected,Medium,Respiratory,Yes
Itching,2-4 Weeks,Emergency Evaluation Needed,High,Cardiac,No
Itching,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Itching,2-4 Weeks,Underlying Disease Progression,Low,Gi,No
Itching,1-3 Months,Acute Condition Likely,Medium,General,Yes
Itching,1-3 Months,Possible Infection,High,Respiratory,No
Itching,1-3 Months,Monitor Symptoms,Critical,Cardiac,Yes
Itching,1-3 Months,Requires Clinical Evaluation,Low,Neurological,No
Itching,1-3 Months,Chronic Condition Suspected,Medium,Gi,Yes
Itching,1-3 Months,Emergency Evaluation Needed,High,General,No
Itching,1-3 Months,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Itching,1-3 Months,Underlying Disease Progression,Low,Cardiac,No
Itching,Chronic (>3 Months),Acute Condition Likely,Medium,Neurological,Yes
Itching,Chronic (>3 Months),Possible Infection,High,Gi,No
Itching,Chronic (>3 Months),Monitor Symptoms,Critical,General,Yes
Itching,Chronic (>3 Months),Requires Clinical Evaluation,Low,Respiratory,No
Itching,Chronic (>3 Months),Chronic Condition Suspected,Medium,Cardiac,Yes
Itching,Chronic (>3 Months),Emergency Evaluation Needed,High,Neurological,No
Itching,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Gi,Yes
Itching,Chronic (>3 Months),Underlying Disease Progression,Low,General,No
Weight Loss,< 1 Day,Acute Condition Likely,Medium,Respiratory,Yes
Weight Loss,< 1 Day,Possible Infection,High,Cardiac,No
Weight Loss,< 1 Day,Monitor Symptoms,Critical,Neurological,Yes
Weight Loss,< 1 Day,Requires Clinical Evaluation,Low,Gi,No
Weight Loss,< 1 Day,Chronic Condition Suspected,Medium,General,Yes
Weight Loss,< 1 Day,Emergency Evaluation Needed,High,Respiratory,No
Weight Loss,< 1 Day,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Weight Loss,< 1 Day,Underlying Disease Progression,Low,Neurological,No
Weight Loss,1-3 Days,Acute Condition Likely,Medium,Gi,Yes
Weight Loss,1-3 Days,Possible Infection,High,General,No
Weight Loss,1-3 Days,Monitor Symptoms,Critical,Respiratory,Yes
Weight Loss,1-3 Days,Requires Clinical Evaluation,Low,Cardiac,No
Weight Loss,1-3 Days,Chronic Condition Suspected,Medium,Neurological,Yes
Weight Loss,1-3 Days,Emergency Evaluation Needed,High,Gi,No
Weight Loss,1-3 Days,Lifestyle-Related Issue Possible,Critical,General,Yes
Weight Loss,1-3 Days,Underlying Disease Progression,Low,Respiratory,No
Weight Loss,3-7 Days,Acute Condition Likely,Medium,Cardiac,Yes
Weight Loss,3-7 Days,Possible Infection,High,Neurological,No
Weight Loss,3-7 Days,Monitor Symptoms,Critical,Gi,Yes
Weight Loss,3-7 Days,Requires Clinical Evaluation,Low,General,No
Weight Loss,3-7 Days,Chronic Condition Suspected,Medium,Respiratory,Yes
Weight Loss,3-7 Days,Emergency Evaluation Needed,High,Cardiac,No
Weight Loss,3-7 Days,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Weight Loss,3-7 Days,Underlying Disease Progression,Low,Gi,No
Weight Loss,1-2 Weeks,Acute Condition Likely,Medium,General,Yes
Weight Loss,1-2 Weeks,Possible Infection,High,Respiratory,No
Weight Loss,1-2 Weeks,Monitor Symptoms,Critical,Cardiac,Yes
Weight Loss,1-2 Weeks,Requires Clinical Evaluation,Low,Neurological,No
Weight Loss,1-2 Weeks,Chronic Condition Suspected,Medium,Gi,Yes
Weight Loss,1-2 Weeks,Emergency Evaluation Needed,High,General,No
Weight Loss,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Weight Loss,1-2 Weeks,Underlying Disease Progression,Low,Cardiac,No
Weight Loss,2-4 Weeks,Acute Condition Likely,Medium,Neurological,Yes
Weight Loss,2-4 Weeks,Possible Infection,High,Gi,No
Weight Loss,2-4 Weeks,Monitor Symptoms,Critical,General,Yes
Weight Loss,2-4 Weeks,Requires Clinical Evaluation,Low,Respiratory,No
Weight Loss,2-4 Weeks,Chronic Condition Suspected,Medium,Cardiac,Yes
Weight Loss,2-4 Weeks,Emergency Evaluation Needed,High,Neurological,No
Weight Loss,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Weight Loss,2-4 Weeks,Underlying Disease Progression,Low,General,No
Weight Loss,1-3 Months,Acute Condition Likely,Medium,Respiratory,Yes
Weight Loss,1-3 Months,Possible Infection,High,Cardiac,No
Weight Loss,1-3 Months,Monitor Symptoms,Critical,Neurological,Yes
Weight Loss,1-3 Months,Requires Clinical Evaluation,Low,Gi,No
Weight Loss,1-3 Months,Chronic Condition Suspected,Medium,General,Yes
Weight Loss,1-3 Months,Emergency Evaluation Needed,High,Respiratory,No
Weight Loss,1-3 Months,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Weight Loss,1-3 Months,Underlying Disease Progression,Low,Neurological,No
Weight Loss,Chronic (>3 Months),Acute Condition Likely,Medium,Gi,Yes
Weight Loss,Chronic (>3 Months),Possible Infection,High,General,No
Weight Loss,Chronic (>3 Months),Monitor Symptoms,Critical,Respiratory,Yes
Weight Loss,Chronic (>3 Months),Requires Clinical Evaluation,Low,Cardiac,No
Weight Loss,Chronic (>3 Months),Chronic Condition Suspected,Medium,Neurological,Yes
Weight Loss,Chronic (>3 Months),Emergency Evaluation Needed,High,Gi,No
Weight Loss,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,General,Yes
Weight Loss,Chronic (>3 Months),Underlying Disease Progression,Low,Respiratory,No
Weight Gain,< 1 Day,Acute Condition Likely,Medium,Cardiac,Yes
Weight Gain,< 1 Day,Possible Infection,High,Neurological,No
Weight Gain,< 1 Day,Monitor Symptoms,Critical,Gi,Yes
Weight Gain,< 1 Day,Requires Clinical Evaluation,Low,General,No
Weight Gain,< 1 Day,Chronic Condition Suspected,Medium,Respiratory,Yes
Weight Gain,< 1 Day,Emergency Evaluation Needed,High,Cardiac,No
Weight Gain,< 1 Day,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Weight Gain,< 1 Day,Underlying Disease Progression,Low,Gi,No
Weight Gain,1-3 Days,Acute Condition Likely,Medium,General,Yes
Weight Gain,1-3 Days,Possible Infection,High,Respiratory,No
Weight Gain,1-3 Days,Monitor Symptoms,Critical,Cardiac,Yes
Weight Gain,1-3 Days,Requires Clinical Evaluation,Low,Neurological,No
Weight Gain,1-3 Days,Chronic Condition Suspected,Medium,Gi,Yes
Weight Gain,1-3 Days,Emergency Evaluation Needed,High,General,No
Weight Gain,1-3 Days,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Weight Gain,1-3 Days,Underlying Disease Progression,Low,Cardiac,No
Weight Gain,3-7 Days,Acute Condition Likely,Medium,Neurological,Yes
Weight Gain,3-7 Days,Possible Infection,High,Gi,No
Weight Gain,3-7 Days,Monitor Symptoms,Critical,General,Yes
Weight Gain,3-7 Days,Requires Clinical Evaluation,Low,Respiratory,No
Weight Gain,3-7 Days,Chronic Condition Suspected,Medium,Cardiac,Yes
Weight Gain,3-7 Days,Emergency Evaluation Needed,High,Neurological,No
Weight Gain,3-7 Days,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Weight Gain,3-7 Days,Underlying Disease Progression,Low,General,No
Weight Gain,1-2 Weeks,Acute Condition Likely,Medium,Respiratory,Yes
Weight Gain,1-2 Weeks,Possible Infection,High,Cardiac,No
Weight Gain,1-2 Weeks,Monitor Symptoms,Critical,Neurological,Yes
Weight Gain,1-2 Weeks,Requires Clinical Evaluation,Low,Gi,No
Weight Gain,1-2 Weeks,Chronic Condition Suspected,Medium,General,Yes
Weight Gain,1-2 Weeks,Emergency Evaluation Needed,High,Respiratory,No
Weight Gain,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Weight Gain,1-2 Weeks,Underlying Disease Progression,Low,Neurological,No
Weight Gain,2-4 Weeks,Acute Condition Likely,Medium,Gi,Yes
Weight Gain,2-4 Weeks,Possible Infection,High,General,No
Weight Gain,2-4 Weeks,Monitor Symptoms,Critical,Respiratory,Yes
Weight Gain,2-4 Weeks,Requires Clinical Evaluation,Low,Cardiac,No
Weight Gain,2-4 Weeks,Chronic Condition Suspected,Medium,Neurological,Yes
Weight Gain,2-4 Weeks,Emergency Evaluation Needed,High,Gi,No
Weight Gain,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,General,Yes
Weight Gain,2-4 Weeks,Underlying Disease Progression,Low,Respiratory,No
Weight Gain,1-3 Months,Acute Condition Likely,Medium,Cardiac,Yes
Weight Gain,1-3 Months,Possible Infection,High,Neurological,No
Weight Gain,1-3 Months,Monitor Symptoms,Critical,Gi,Yes
Weight Gain,1-3 Months,Requires Clinical Evaluation,Low,General,No
Weight Gain,1-3 Months,Chronic Condition Suspected,Medium,Respiratory,Yes
Weight Gain,1-3 Months,Emergency Evaluation Needed,High,Cardiac,No
Weight Gain,1-3 Months,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Weight Gain,1-3 Months,Underlying Disease Progression,Low,Gi,No
Weight Gain,Chronic (>3 Months),Acute Condition Likely,Medium,General,Yes
Weight Gain,Chronic (>3 Months),Possible Infection,High,Respiratory,No
Weight Gain,Chronic (>3 Months),Monitor Symptoms,Critical,Cardiac,Yes
Weight Gain,Chronic (>3 Months),Requires Clinical Evaluation,Low,Neurological,No
Weight Gain,Chronic (>3 Months),Chronic Condition Suspected,Medium,Gi,Yes
Weight Gain,Chronic (>3 Months),Emergency Evaluation Needed,High,General,No
Weight Gain,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Weight Gain,Chronic (>3 Months),Underlying Disease Progression,Low,Cardiac,No
Frequent Urination,< 1 Day,Acute Condition Likely,Medium,Neurological,Yes
Frequent Urination,< 1 Day,Possible Infection,High,Gi,No
Frequent Urination,< 1 Day,Monitor Symptoms,Critical,General,Yes
Frequent Urination,< 1 Day,Requires Clinical Evaluation,Low,Respiratory,No
Frequent Urination,< 1 Day,Chronic Condition Suspected,Medium,Cardiac,Yes
Frequent Urination,< 1 Day,Emergency Evaluation Needed,High,Neurological,No
Frequent Urination,< 1 Day,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Frequent Urination,< 1 Day,Underlying Disease Progression,Low,General,No
Frequent Urination,1-3 Days,Acute Condition Likely,Medium,Respiratory,Yes
Frequent Urination,1-3 Days,Possible Infection,High,Cardiac,No
Frequent Urination,1-3 Days,Monitor Symptoms,Critical,Neurological,Yes
Frequent Urination,1-3 Days,Requires Clinical Evaluation,Low,Gi,No
Frequent Urination,1-3 Days,Chronic Condition Suspected,Medium,General,Yes
Frequent Urination,1-3 Days,Emergency Evaluation Needed,High,Respiratory,No
Frequent Urination,1-3 Days,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Frequent Urination,1-3 Days,Underlying Disease Progression,Low,Neurological,No
Frequent Urination,3-7 Days,Acute Condition Likely,Medium,Gi,Yes
Frequent Urination,3-7 Days,Possible Infection,High,General,No
Frequent Urination,3-7 Days,Monitor Symptoms,Critical,Respiratory,Yes
Frequent Urination,3-7 Days,Requires Clinical Evaluation,Low,Cardiac,No
Frequent Urination,3-7 Days,Chronic Condition Suspected,Medium,Neurological,Yes
Frequent Urination,3-7 Days,Emergency Evaluation Needed,High,Gi,No
Frequent Urination,3-7 Days,Lifestyle-Related Issue Possible,Critical,General,Yes
Frequent Urination,3-7 Days,Underlying Disease Progression,Low,Respiratory,No
Frequent Urination,1-2 Weeks,Acute Condition Likely,Medium,Cardiac,Yes
Frequent Urination,1-2 Weeks,Possible Infection,High,Neurological,No
Frequent Urination,1-2 Weeks,Monitor Symptoms,Critical,Gi,Yes
Frequent Urination,1-2 Weeks,Requires Clinical Evaluation,Low,General,No
Frequent Urination,1-2 Weeks,Chronic Condition Suspected,Medium,Respiratory,Yes
Frequent Urination,1-2 Weeks,Emergency Evaluation Needed,High,Cardiac,No
Frequent Urination,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Frequent Urination,1-2 Weeks,Underlying Disease Progression,Low,Gi,No
Frequent Urination,2-4 Weeks,Acute Condition Likely,Medium,General,Yes
Frequent Urination,2-4 Weeks,Possible Infection,High,Respiratory,No
Frequent Urination,2-4 Weeks,Monitor Symptoms,Critical,Cardiac,Yes
Frequent Urination,2-4 Weeks,Requires Clinical Evaluation,Low,Neurological,No
Frequent Urination,2-4 Weeks,Chronic Condition Suspected,Medium,Gi,Yes
Frequent Urination,2-4 Weeks,Emergency Evaluation Needed,High,General,No
Frequent Urination,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Frequent Urination,2-4 Weeks,Underlying Disease Progression,Low,Cardiac,No
Frequent Urination,1-3 Months,Acute Condition Likely,Medium,Neurological,Yes
Frequent Urination,1-3 Months,Possible Infection,High,Gi,No
Frequent Urination,1-3 Months,Monitor Symptoms,Critical,General,Yes
Frequent Urination,1-3 Months,Requires Clinical Evaluation,Low,Respiratory,No
Frequent Urination,1-3 Months,Chronic Condition Suspected,Medium,Cardiac,Yes
Frequent Urination,1-3 Months,Emergency Evaluation Needed,High,Neurological,No
Frequent Urination,1-3 Months,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Frequent Urination,1-3 Months,Underlying Disease Progression,Low,General,No
Frequent Urination,Chronic (>3 Months),Acute Condition Likely,Medium,Respiratory,Yes
Frequent Urination,Chronic (>3 Months),Possible Infection,High,Cardiac,No
Frequent Urination,Chronic (>3 Months),Monitor Symptoms,Critical,Neurological,Yes
Frequent Urination,Chronic (>3 Months),Requires Clinical Evaluation,Low,Gi,No
Frequent Urination,Chronic (>3 Months),Chronic Condition Suspected,Medium,General,Yes
Frequent Urination,Chronic (>3 Months),Emergency Evaluation Needed,High,Respiratory,No
Frequent Urination,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Frequent Urination,Chronic (>3 Months),Underlying Disease Progression,Low,Neurological,No
Blurred Vision,< 1 Day,Acute Condition Likely,Medium,Gi,Yes
Blurred Vision,< 1 Day,Possible Infection,High,General,No
Blurred Vision,< 1 Day,Monitor Symptoms,Critical,Respiratory,Yes
Blurred Vision,< 1 Day,Requires Clinical Evaluation,Low,Cardiac,No
Blurred Vision,< 1 Day,Chronic Condition Suspected,Medium,Neurological,Yes
Blurred Vision,< 1 Day,Emergency Evaluation Needed,High,Gi,No
Blurred Vision,< 1 Day,Lifestyle-Related Issue Possible,Critical,General,Yes
Blurred Vision,< 1 Day,Underlying Disease Progression,Low,Respiratory,No
Blurred Vision,1-3 Days,Acute Condition Likely,Medium,Cardiac,Yes
Blurred Vision,1-3 Days,Possible Infection,High,Neurological,No
Blurred Vision,1-3 Days,Monitor Symptoms,Critical,Gi,Yes
Blurred Vision,1-3 Days,Requires Clinical Evaluation,Low,General,No
Blurred Vision,1-3 Days,Chronic Condition Suspected,Medium,Respiratory,Yes
Blurred Vision,1-3 Days,Emergency Evaluation Needed,High,Cardiac,No
Blurred Vision,1-3 Days,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Blurred Vision,1-3 Days,Underlying Disease Progression,Low,Gi,No
Blurred Vision,3-7 Days,Acute Condition Likely,Medium,General,Yes
Blurred Vision,3-7 Days,Possible Infection,High,Respiratory,No
Blurred Vision,3-7 Days,Monitor Symptoms,Critical,Cardiac,Yes
Blurred Vision,3-7 Days,Requires Clinical Evaluation,Low,Neurological,No
Blurred Vision,3-7 Days,Chronic Condition Suspected,Medium,Gi,Yes
Blurred Vision,3-7 Days,Emergency Evaluation Needed,High,General,No
Blurred Vision,3-7 Days,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Blurred Vision,3-7 Days,Underlying Disease Progression,Low,Cardiac,No
Blurred Vision,1-2 Weeks,Acute Condition Likely,Medium,Neurological,Yes
Blurred Vision,1-2 Weeks,Possible Infection,High,Gi,No
Blurred Vision,1-2 Weeks,Monitor Symptoms,Critical,General,Yes
Blurred Vision,1-2 Weeks,Requires Clinical Evaluation,Low,Respiratory,No
Blurred Vision,1-2 Weeks,Chronic Condition Suspected,Medium,Cardiac,Yes
Blurred Vision,1-2 Weeks,Emergency Evaluation Needed,High,Neurological,No
Blurred Vision,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Blurred Vision,1-2 Weeks,Underlying Disease Progression,Low,General,No
Blurred Vision,2-4 Weeks,Acute Condition Likely,Medium,Respiratory,Yes
Blurred Vision,2-4 Weeks,Possible Infection,High,Cardiac,No
Blurred Vision,2-4 Weeks,Monitor Symptoms,Critical,Neurological,Yes
Blurred Vision,2-4 Weeks,Requires Clinical Evaluation,Low,Gi,No
Blurred Vision,2-4 Weeks,Chronic Condition Suspected,Medium,General,Yes
Blurred Vision,2-4 Weeks,Emergency Evaluation Needed,High,Respiratory,No
Blurred Vision,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Blurred Vision,2-4 Weeks,Underlying Disease Progression,Low,Neurological,No
Blurred Vision,1-3 Months,Acute Condition Likely,Medium,Gi,Yes
Blurred Vision,1-3 Months,Possible Infection,High,General,No
Blurred Vision,1-3 Months,Monitor Symptoms,Critical,Respiratory,Yes
Blurred Vision,1-3 Months,Requires Clinical Evaluation,Low,Cardiac,No
Blurred Vision,1-3 Months,Chronic Condition Suspected,Medium,Neurological,Yes
Blurred Vision,1-3 Months,Emergency Evaluation Needed,High,Gi,No
Blurred Vision,1-3 Months,Lifestyle-Related Issue Possible,Critical,General,Yes
Blurred Vision,1-3 Months,Underlying Disease Progression,Low,Respiratory,No
Blurred Vision,Chronic (>3 Months),Acute Condition Likely,Medium,Cardiac,Yes
Blurred Vision,Chronic (>3 Months),Possible Infection,High,Neurological,No
Blurred Vision,Chronic (>3 Months),Monitor Symptoms,Critical,Gi,Yes
Blurred Vision,Chronic (>3 Months),Requires Clinical Evaluation,Low,General,No
Blurred Vision,Chronic (>3 Months),Chronic Condition Suspected,Medium,Respiratory,Yes
Blurred Vision,Chronic (>3 Months),Emergency Evaluation Needed,High,Cardiac,No
Blurred Vision,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Blurred Vision,Chronic (>3 Months),Underlying Disease Progression,Low,Gi,No
Seizure,< 1 Day,Acute Condition Likely,Medium,General,Yes
Seizure,< 1 Day,Possible Infection,High,Respiratory,No
Seizure,< 1 Day,Monitor Symptoms,Critical,Cardiac,Yes
Seizure,< 1 Day,Requires Clinical Evaluation,Low,Neurological,No
Seizure,< 1 Day,Chronic Condition Suspected,Medium,Gi,Yes
Seizure,< 1 Day,Emergency Evaluation Needed,High,General,No
Seizure,< 1 Day,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Seizure,< 1 Day,Underlying Disease Progression,Low,Cardiac,No
Seizure,1-3 Days,Acute Condition Likely,Medium,Neurological,Yes
Seizure,1-3 Days,Possible Infection,High,Gi,No
Seizure,1-3 Days,Monitor Symptoms,Critical,General,Yes
Seizure,1-3 Days,Requires Clinical Evaluation,Low,Respiratory,No
Seizure,1-3 Days,Chronic Condition Suspected,Medium,Cardiac,Yes
Seizure,1-3 Days,Emergency Evaluation Needed,High,Neurological,No
Seizure,1-3 Days,Lifestyle-Related Issue Possible,Critical,Gi,Yes
Seizure,1-3 Days,Underlying Disease Progression,Low,General,No
Seizure,3-7 Days,Acute Condition Likely,Medium,Respiratory,Yes
Seizure,3-7 Days,Possible Infection,High,Cardiac,No
Seizure,3-7 Days,Monitor Symptoms,Critical,Neurological,Yes
Seizure,3-7 Days,Requires Clinical Evaluation,Low,Gi,No
Seizure,3-7 Days,Chronic Condition Suspected,Medium,General,Yes
Seizure,3-7 Days,Emergency Evaluation Needed,High,Respiratory,No
Seizure,3-7 Days,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Seizure,3-7 Days,Underlying Disease Progression,Low,Neurological,No
Seizure,1-2 Weeks,Acute Condition Likely,Medium,Gi,Yes
Seizure,1-2 Weeks,Possible Infection,High,General,No
Seizure,1-2 Weeks,Monitor Symptoms,Critical,Respiratory,Yes
Seizure,1-2 Weeks,Requires Clinical Evaluation,Low,Cardiac,No
Seizure,1-2 Weeks,Chronic Condition Suspected,Medium,Neurological,Yes
Seizure,1-2 Weeks,Emergency Evaluation Needed,High,Gi,No
Seizure,1-2 Weeks,Lifestyle-Related Issue Possible,Critical,General,Yes
Seizure,1-2 Weeks,Underlying Disease Progression,Low,Respiratory,No
Seizure,2-4 Weeks,Acute Condition Likely,Medium,Cardiac,Yes
Seizure,2-4 Weeks,Possible Infection,High,Neurological,No
Seizure,2-4 Weeks,Monitor Symptoms,Critical,Gi,Yes
Seizure,2-4 Weeks,Requires Clinical Evaluation,Low,General,No
Seizure,2-4 Weeks,Chronic Condition Suspected,Medium,Respiratory,Yes
Seizure,2-4 Weeks,Emergency Evaluation Needed,High,Cardiac,No
Seizure,2-4 Weeks,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Seizure,2-4 Weeks,Underlying Disease Progression,Low,Gi,No
Seizure,1-3 Months,Acute Condition Likely,Medium,General,Yes
Seizure,1-3 Months,Possible Infection,High,Respiratory,No
Seizure,1-3 Months,Monitor Symptoms,Critical,Cardiac,Yes
Seizure,1-3 Months,Requires Clinical Evaluation,Low,Neurological,No
Seizure,1-3 Months,Chronic Condition Suspected,Medium,Gi,Yes
Seizure,1-3 Months,Emergency Evaluation Needed,High,General,No
Seizure,1-3 Months,Lifestyle-Related Issue Possible,Critical,Respiratory,Yes
Seizure,1-3 Months,Underlying Disease Progression,Low,Cardiac,No
Seizure,Chronic (>3 Months),Acute Condition Likely,Medium,Neurological,Yes
Seizure,Chronic (>3 Months),Possible Infection,High,Gi,No
Seizure,Chronic (>3 Months),Monitor Symptoms,Critical,General,Yes
Seizure,Chronic (>3 Months),Requires Clinical Evaluation,Low,Respiratory,No
Seizure,Chronic (>3 Months),Chronic Condition Suspected,Medium,Cardiac,Yes
Seizure,Chronic (>3 Months),Emergency Evaluation Needed,High,Neurological,No
Seizure,Chronic (>3 Months),Lifestyle-Related Issue Possible,Critical,Gi,Yes
Seizure,Chronic (>3 Months),Underlying Disease Progression,Low,General,No
Depression,< 1 Day,Acute Condition Likely,Medium,Respiratory,Yes
Depression,< 1 Day,Possible Infection,High,Cardiac,No
Depression,< 1 Day,Monitor Symptoms,Critical,Neurological,Yes
Depression,< 1 Day,Requires Clinical Evaluation,Low,Gi,No
Depression,< 1 Day,Chronic Condition Suspected,Medium,General,Yes
Depression,< 1 Day,Emergency Evaluation Needed,High,Respiratory,No
Depression,< 1 Day,Lifestyle-Related Issue Possible,Critical,Cardiac,Yes
Depression,< 1 Day,Underlying Disease Progression,Low,Neurological,No
Depression,1-3 Days,Acute Condition Likely,Medium,Gi,Yes
Depression,1-3 Days,Possible Infection,High,General,No
Depression,1-3 Days,Monitor Symptoms,Critical,Respiratory,Yes
Depression,1-3 Days,Requires Clinical Evaluation,Low,Cardiac,No
Depression,1-3 Days,Chronic Condition Suspected,Medium,Neurological,Yes
Depression,1-3 Days,Emergency Evaluation Needed,High,Gi,No
Depression,1-3 Days,Lifestyle-Related Issue Possible,Critical,General,Yes
Depression,1-3 Days,Underlying Disease Progression,Low,Respiratory,No
Depression,3-7 Days,Acute Condition Likely,Medium,Cardiac,Yes
Depression,3-7 Days,Possible Infection,High,Neurological,No
Depression,3-7 Days,Monitor Symptoms,Critical,Gi,Yes
Depression,3-7 Days,Requires Clinical Evaluation,Low,General,No
Depression,3-7 Days,Chronic Condition Suspected,Medium,Respiratory,Yes
Depression,3-7 Days,Emergency Evaluation Needed,High,Cardiac,No
Depression,3-7 Days,Lifestyle-Related Issue Possible,Critical,Neurological,Yes
Depression,3-7 Days,Underlying Disease Progression,Low,Gi,No
Depression,1-2 Weeks,Acute Condition Likely,Medium,General,Yes
