disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor
Heart Attack,Vomiting,Breathlessness,Sweating,Chest Pain,Headache,Nausea,Itching +  Fatigue,"Hepatitis B, Peptic Ulcer Diseae",Chest Pain Pattern
Heart Attack,Breathlessness,Sweating,Chest Pain,High Fever,Headache,Nausea,Itching +  Vomiting,"Chronic Cholestasis, Dimorphic Hemmorhoids(Piles), Drug Reaction",Cbc Test
Heart Attack,Vomiting,Sweating,Chest Pain,High Fever,Headache,Nausea,Chills +  Vomiting,"Malaria, Typhoid, Arthritis",Cbc Test
Heart Attack,Vomiting,Breathlessness,Chest Pain,High Fever,Headache,Nausea,Joint Pain +  Vomiting,"Hepatitis D, Hyperthyroidism, Psoriasis",Breathlessness
Heart Attack,Vomiting,Breathlessness,Sweating,High Fever,Headache,Nausea,Chills +  Fatigue,"Typhoid, Impetigo, Paralysis (Brain Hemorrhage)",Oxygen Saturation
Heart Attack,Vomiting,Breathlessness,Sweating,Chest Pain,Headache,Nausea,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Fungal Infection, Hypertension",Chest Pain Pattern
Heart Attack,Breathlessness,Sweating,Chest Pain,High Fever,Headache,Nausea,Headache +  Dizziness,"Hypertension , Hepatitis E, Fungal Infection",Platelet Count
Heart Attack,Vomiting,Sweating,Chest Pain,High Fever,Headache,Nausea,Vomiting +  Sunken Eyes,"Gastroenteritis, Common Cold, Tuberculosis",Symptom Duration
Heart Attack,Vomiting,Breathlessness,Chest Pain,High Fever,Headache,Nausea,Fatigue +  Weight Gain,"Hypothyroidism, Dimorphic Hemmorhoids(Piles), Heart Attack",Breathlessness
Varicose Veins,Fatigue,Cramps,Bruising,Obesity,Swollen Legs,Swollen Blood Vessels,Skin Rash +  Blister,"Impetigo, Hepatitis E, Gerd",Travel History
Varicose Veins,Fatigue,Cramps,Bruising,Obesity,Swollen Legs,Swollen Blood Vessels,Fatigue +  Cough,"Bronchial Asthma, Dimorphic Hemmorhoids(Piles), Varicose Veins",Travel History
Varicose Veins,Cramps,Bruising,Obesity,Swollen Legs,Swollen Blood Vessels,Prominent Veins On Calf,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Pneumonia, Bronchial Asthma",Platelet Count
Varicose Veins,Fatigue,Bruising,Obesity,Swollen Legs,Swollen Blood Vessels,Prominent Veins On Calf,Fatigue +  Cough,"Bronchial Asthma, Hypertension , Acne",Pcr Confirmation
Varicose Veins,Fatigue,Cramps,Obesity,Swollen Legs,Swollen Blood Vessels,Prominent Veins On Calf,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Tuberculosis, Jaundice",Oxygen Saturation
Varicose Veins,Fatigue,Cramps,Bruising,Swollen Legs,Swollen Blood Vessels,Prominent Veins On Calf,Joint Pain +  Fatigue,"Hepatitis E, Chicken Pox",Pcr Confirmation
Varicose Veins,Fatigue,Cramps,Bruising,Obesity,Swollen Blood Vessels,Prominent Veins On Calf,Itching +  Skin Rash,"Drug Reaction, Migraine, Chronic Cholestasis",Chest Pain Pattern
Varicose Veins,Fatigue,Cramps,Bruising,Obesity,Swollen Legs,Prominent Veins On Calf,Muscle Wasting +  Patches In Throat,"Aids, Urinary Tract Infection",Pcr Confirmation
Varicose Veins,Fatigue,Cramps,Bruising,Obesity,Swollen Legs,Swollen Blood Vessels,Fatigue +  Mood Swings,"Hyperthyroidism, Acne, Hepatitis B",Pcr Confirmation
Varicose Veins,Fatigue,Cramps,Bruising,Obesity,Swollen Legs,Prominent Veins On Calf,Skin Rash +  High Fever,"Impetigo, Hepatitis A, Hypertension",Breathlessness
Hypothyroidism,Fatigue,Weight Gain,Cold Hands And Feets,Mood Swings,Lethargy,Dizziness,Skin Rash +  High Fever,"Impetigo, Paralysis (Brain Hemorrhage), Psoriasis",Platelet Count
Hypothyroidism,Fatigue,Weight Gain,Cold Hands And Feets,Mood Swings,Lethargy,Dizziness,Itching +  Skin Rash,"Drug Reaction, Common Cold, Chronic Cholestasis",Platelet Count
Hypothyroidism,Weight Gain,Cold Hands And Feets,Mood Swings,Lethargy,Dizziness,Puffy Face And Eyes,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Hypertension , Allergy",Oxygen Saturation
Hypothyroidism,Weight Gain,Cold Hands And Feets,Mood Swings,Lethargy,Dizziness,Puffy Face And Eyes,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Dimorphic Hemmorhoids(Piles), Alcoholic Hepatitis",Breathlessness
Hypothyroidism,Fatigue,Cold Hands And Feets,Mood Swings,Lethargy,Dizziness,Puffy Face And Eyes,Skin Rash +  Chills,"Dengue, Osteoarthristis, Paralysis (Brain Hemorrhage)",Rash Pattern
Hypothyroidism,Fatigue,Weight Gain,Mood Swings,Lethargy,Dizziness,Puffy Face And Eyes,Joint Pain +  Neck Pain,"Osteoarthristis, (Vertigo) Paroymsal  Positional Vertigo, Heart Attack",Oxygen Saturation
Hypothyroidism,Fatigue,Weight Gain,Cold Hands And Feets,Lethargy,Dizziness,Puffy Face And Eyes,Chills +  Fatigue,"Pneumonia, Allergy, Hepatitis C",Pcr Confirmation
Hypothyroidism,Fatigue,Weight Gain,Cold Hands And Feets,Mood Swings,Dizziness,Puffy Face And Eyes,Itching +  Vomiting,"Jaundice, Dengue, Chronic Cholestasis",Symptom Duration
Hypothyroidism,Fatigue,Weight Gain,Cold Hands And Feets,Mood Swings,Lethargy,Puffy Face And Eyes,Acidity +  Indigestion,"Migraine, Psoriasis, Gerd",Travel History
Hypothyroidism,Fatigue,Weight Gain,Cold Hands And Feets,Mood Swings,Lethargy,Dizziness,Vomiting +  Sunken Eyes,"Gastroenteritis, Hypertension , Hepatitis E",Breathlessness
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Restlessness,Sweating,Diarrhoea,Muscle Weakness +  Stiff Neck,"Arthritis, Dimorphic Hemmorhoids(Piles), Cervical Spondylosis",Oxygen Saturation
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Restlessness,Sweating,Diarrhoea,Chills +  Vomiting,"Malaria, Aids, Impetigo",Pcr Confirmation
Hyperthyroidism,Mood Swings,Weight Loss,Restlessness,Sweating,Diarrhoea,Fast Heart Rate,Fatigue +  Weight Loss,"Diabetes , Hepatitis E, Gastroenteritis",Symptom Duration
Hyperthyroidism,Fatigue,Weight Loss,Restlessness,Sweating,Diarrhoea,Fast Heart Rate,Vomiting +  Fatigue,"Hypoglycemia, Common Cold, Allergy",Oxygen Saturation
Hyperthyroidism,Fatigue,Mood Swings,Restlessness,Sweating,Diarrhoea,Fast Heart Rate,Itching +  Vomiting,"Chronic Cholestasis, Chicken Pox, Varicose Veins",Breathlessness
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Sweating,Diarrhoea,Fast Heart Rate,Continuous Sneezing +  Chills,"Common Cold, Dengue, Hepatitis E",Cbc Test
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Restlessness,Diarrhoea,Fast Heart Rate,Joint Pain +  Neck Pain,"Osteoarthristis, Paralysis (Brain Hemorrhage), Gastroenteritis",Cbc Test
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Restlessness,Sweating,Fast Heart Rate,Fatigue +  Weight Loss,"Diabetes , Hepatitis A, Gastroenteritis",Pcr Confirmation
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Restlessness,Sweating,Diarrhoea,Continuous Sneezing +  Shivering,"Allergy, Hypertension",Pcr Confirmation
Hyperthyroidism,Fatigue,Mood Swings,Weight Loss,Restlessness,Sweating,Diarrhoea,Continuous Sneezing +  Chills,"Common Cold, Aids",Rash Pattern
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Chills +  Vomiting,"Tuberculosis, Psoriasis, Chicken Pox",Pcr Confirmation
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Itching +  Vomiting,"Jaundice, Hypoglycemia, Chicken Pox",Platelet Count
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Itching +  Vomiting,"Chronic Cholestasis, Diabetes , Hepatitis A",Cbc Test
Hypoglycemia,Fatigue,Anxiety,Sweating,Headache,Nausea,Blurred And Distorted Vision,Itching +  Stomach Pain,"Drug Reaction, (Vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma",Oxygen Saturation
Hypoglycemia,Vomiting,Anxiety,Sweating,Headache,Nausea,Blurred And Distorted Vision,Continuous Sneezing +  Chills,"Common Cold, Dimorphic Hemmorhoids(Piles), Peptic Ulcer Diseae",Pcr Confirmation
Hypoglycemia,Vomiting,Fatigue,Sweating,Headache,Nausea,Blurred And Distorted Vision,Skin Rash +  Pus Filled Pimples,"Acne, Paralysis (Brain Hemorrhage), Osteoarthristis",Breathlessness
Hypoglycemia,Vomiting,Fatigue,Anxiety,Headache,Nausea,Blurred And Distorted Vision,Continuous Sneezing +  Chills,"Common Cold, Osteoarthristis, Hepatitis A",Breathlessness
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Nausea,Blurred And Distorted Vision,Itching +  Skin Rash,"Chicken Pox, Migraine, Jaundice",Oxygen Saturation
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Blurred And Distorted Vision,Itching +  Fatigue,"Hepatitis B, Drug Reaction, Migraine",Breathlessness
Hypoglycemia,Vomiting,Fatigue,Anxiety,Sweating,Headache,Nausea,Itching +  Vomiting,"Chronic Cholestasis, Urinary Tract Infection, Pneumonia",Cbc Test
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Chills +  Vomiting,"Typhoid, Drug Reaction, Psoriasis",Rash Pattern
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Itching +  Vomiting,"Jaundice, Hepatitis B, Bronchial Asthma",Platelet Count
Osteoarthristis,Neck Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Nausea,Chills +  Vomiting,"Malaria, Jaundice, Aids",Inflammatory Markers
Osteoarthristis,Joint Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Nausea,Itching +  Skin Rash,"Drug Reaction, Hepatitis B, Hypertension",Rash Pattern
Osteoarthristis,Joint Pain,Neck Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Nausea,Continuous Sneezing +  Chills,"Allergy, Hepatitis E, Peptic Ulcer Diseae",Oxygen Saturation
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Swelling Joints,Painful Walking,Nausea,Fatigue +  Weight Gain,"Hypothyroidism, Hepatitis E, Psoriasis",Symptom Duration
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Hip Joint Pain,Painful Walking,Nausea,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Psoriasis, Hepatitis D",Chest Pain Pattern
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Nausea,Chills +  Fatigue,"Pneumonia, Gastroenteritis, Hepatitis D",Chest Pain Pattern
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Alcoholic Hepatitis, Cervical Spondylosis",Platelet Count
Osteoarthristis,Joint Pain,Neck Pain,Knee Pain,Hip Joint Pain,Swelling Joints,Painful Walking,Acidity +  Indigestion,"Migraine, Dimorphic Hemmorhoids(Piles), Jaundice",Platelet Count
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Movement Stiffness,Painful Walking,Nausea,Joint Pain +  Vomiting,"Hepatitis E, Cervical Spondylosis",Pcr Confirmation
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Movement Stiffness,Painful Walking,Nausea,Skin Rash +  Skin Peeling,"Psoriasis, Hypothyroidism, Heart Attack",Inflammatory Markers
Arthritis,Stiff Neck,Swelling Joints,Movement Stiffness,Painful Walking,Headache,Nausea,Itching +  Fatigue,"Jaundice, Pneumonia, Drug Reaction",Platelet Count
Arthritis,Muscle Weakness,Swelling Joints,Movement Stiffness,Painful Walking,Headache,Nausea,Skin Rash +  Chills,"Dengue, Tuberculosis, Chronic Cholestasis",Cbc Test
Arthritis,Muscle Weakness,Stiff Neck,Movement Stiffness,Painful Walking,Headache,Nausea,Sunken Eyes +  Dehydration,"Gastroenteritis, Gerd, Drug Reaction",Rash Pattern
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Painful Walking,Headache,Nausea,Itching +  Fatigue,"Hepatitis B, Bronchial Asthma, Jaundice",Platelet Count
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Movement Stiffness,Painful Walking,Nausea,Itching +  Skin Rash,"Fungal Infection, Paralysis (Brain Hemorrhage), Diabetes",Oxygen Saturation
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Movement Stiffness,Headache,Nausea,Joint Pain +  Neck Pain,"Osteoarthristis, Hyperthyroidism, Allergy",Pcr Confirmation
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Movement Stiffness,Painful Walking,Nausea,Joint Pain +  Vomiting,"Hepatitis D, Diabetes , Pneumonia",Chest Pain Pattern
Arthritis,Muscle Weakness,Stiff Neck,Swelling Joints,Movement Stiffness,Painful Walking,Nausea,Chest Pain +  Dizziness,"Hypertension , Hepatitis A, Cervical Spondylosis",Pcr Confirmation
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Spinning Movements,Loss Of Balance,Unsteadiness,Fatigue +  High Fever,"Bronchial Asthma, Paralysis (Brain Hemorrhage), (Vertigo) Paroymsal  Positional Vertigo",Inflammatory Markers
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Spinning Movements,Loss Of Balance,Unsteadiness,Joint Pain +  Vomiting,"Hepatitis E, Gerd, Psoriasis",Breathlessness
(Vertigo) Paroymsal  Positional Vertigo,Headache,Nausea,Spinning Movements,Loss Of Balance,Unsteadiness,Nausea,Continuous Sneezing +  Shivering,"Allergy, Malaria, Alcoholic Hepatitis",Inflammatory Markers
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Nausea,Spinning Movements,Loss Of Balance,Unsteadiness,Nausea,Stomach Pain +  Acidity,"Gerd, Chronic Cholestasis, Fungal Infection",Cbc Test
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Spinning Movements,Loss Of Balance,Unsteadiness,Nausea,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Gastroenteritis, Osteoarthristis",Pcr Confirmation
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Loss Of Balance,Unsteadiness,Nausea,Headache +  Chest Pain,"Hypertension , (Vertigo) Paroymsal  Positional Vertigo, Hypoglycemia",Breathlessness
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Spinning Movements,Unsteadiness,Nausea,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Osteoarthristis, Paralysis (Brain Hemorrhage)",Platelet Count
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Spinning Movements,Loss Of Balance,Nausea,Chills +  Vomiting,"Typhoid, Arthritis, Hepatitis B",Cbc Test
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Spinning Movements,Loss Of Balance,Unsteadiness,Fatigue +  Cough,"Bronchial Asthma, Pneumonia, Hypoglycemia",Cbc Test
(Vertigo) Paroymsal  Positional Vertigo,Vomiting,Headache,Nausea,Loss Of Balance,Unsteadiness,Nausea,Joint Pain +  Neck Pain,"Osteoarthristis, Impetigo, Hepatitis D",Cbc Test
Acne,Skin Rash,Pus Filled Pimples,Blackheads,Scurring,Headache,Nausea,Chills +  Vomiting,"Typhoid, Urinary Tract Infection, Drug Reaction",Chest Pain Pattern
Acne,Skin Rash,Pus Filled Pimples,Blackheads,Scurring,Headache,Nausea,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Typhoid, Chronic Cholestasis",Pcr Confirmation
Acne,Pus Filled Pimples,Blackheads,Scurring,High Fever,Headache,Nausea,Acidity +  Indigestion,"Migraine, Hypoglycemia, Gastroenteritis",Oxygen Saturation
Acne,Skin Rash,Blackheads,Scurring,High Fever,Headache,Nausea,Joint Pain +  Vomiting,"Hepatitis D, Psoriasis, Dimorphic Hemmorhoids(Piles)",Chest Pain Pattern
Acne,Skin Rash,Pus Filled Pimples,Scurring,High Fever,Headache,Nausea,Chills +  Vomiting,"Typhoid, Hypoglycemia, Malaria",Symptom Duration
Acne,Skin Rash,Pus Filled Pimples,Blackheads,High Fever,Headache,Nausea,Chills +  High Fever,"Malaria, Hepatitis A, Osteoarthristis",Symptom Duration
Acne,Skin Rash,Pus Filled Pimples,Blackheads,Scurring,Headache,Nausea,Fatigue +  Mood Swings,"Hyperthyroidism, Jaundice, Arthritis",Breathlessness
Acne,Skin Rash,Pus Filled Pimples,Blackheads,High Fever,Headache,Nausea,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Typhoid, Migraine",Travel History
Acne,Skin Rash,Pus Filled Pimples,Scurring,High Fever,Headache,Nausea,Itching +  Vomiting,"Jaundice, Aids, Peptic Ulcer Diseae",Travel History
Acne,Skin Rash,Blackheads,Scurring,High Fever,Headache,Nausea,Skin Rash +  Nodal Skin Eruptions,"Fungal Infection, Osteoarthristis, Hyperthyroidism",Travel History
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Foul Smell Of Urine,Continuous Feel Of Urine,Headache,Nausea,Headache +  Nausea,"(Vertigo) Paroymsal  Positional Vertigo, Pneumonia, Hypoglycemia",Pcr Confirmation
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Foul Smell Of Urine,Continuous Feel Of Urine,Headache,Nausea,Fatigue +  Mood Swings,"Hyperthyroidism, Peptic Ulcer Diseae, Varicose Veins",Pcr Confirmation
Urinary Tract Infection,Bladder Discomfort,Foul Smell Of Urine,Continuous Feel Of Urine,High Fever,Headache,Nausea,Skin Rash +  High Fever,"Impetigo, Chronic Cholestasis, Diabetes",Symptom Duration
Urinary Tract Infection,Burning Micturition,Foul Smell Of Urine,Continuous Feel Of Urine,High Fever,Headache,Nausea,Fatigue +  Mood Swings,"Hyperthyroidism, Chronic Cholestasis, Impetigo",Cbc Test
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Continuous Feel Of Urine,High Fever,Headache,Nausea,Itching +  Fatigue,"Jaundice, Heart Attack, Hepatitis A",Rash Pattern
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Foul Smell Of Urine,High Fever,Headache,Nausea,Chills +  Vomiting,"Malaria, Chicken Pox, Hepatitis E",Platelet Count
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Foul Smell Of Urine,Continuous Feel Of Urine,Headache,Nausea,Skin Rash +  Blackheads,"Acne, Hypertension , Psoriasis",Oxygen Saturation
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Continuous Feel Of Urine,High Fever,Headache,Nausea,Skin Rash +  Pus Filled Pimples,"Acne, Tuberculosis, Fungal Infection",Pcr Confirmation
Urinary Tract Infection,Bladder Discomfort,Foul Smell Of Urine,Continuous Feel Of Urine,High Fever,Headache,Nausea,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Gerd, Alcoholic Hepatitis",Oxygen Saturation
Urinary Tract Infection,Burning Micturition,Bladder Discomfort,Continuous Feel Of Urine,High Fever,Headache,Nausea,Skin Rash +  Joint Pain,"Psoriasis, Hypertension , Jaundice",Cbc Test
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Indigestion +  Headache,"Migraine, Dimorphic Hemmorhoids(Piles), Dengue",Oxygen Saturation
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Gerd, Pneumonia",Platelet Count
Psoriasis,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Nausea,Skin Rash +  High Fever,"Impetigo, Pneumonia, Drug Reaction",Chest Pain Pattern
Psoriasis,Skin Rash,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Nausea,Skin Rash +  Chills,"Dengue, Osteoarthristis, Hepatitis E",Pcr Confirmation
Psoriasis,Skin Rash,Joint Pain,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Nausea,Continuous Sneezing +  Shivering,"Allergy, Tuberculosis, Common Cold",Pcr Confirmation
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Small Dents In Nails,Inflammatory Nails,Nausea,Joint Pain +  Vomiting,"Hepatitis E, Jaundice, Acne",Breathlessness
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Inflammatory Nails,Nausea,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Gastroenteritis, Heart Attack",Chest Pain Pattern
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Nausea,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Dimorphic Hemmorhoids(Piles), Gastroenteritis",Inflammatory Markers
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Fatigue +  Weight Gain,"Hypothyroidism, Dengue, Common Cold",Platelet Count
Psoriasis,Skin Rash,Joint Pain,Skin Peeling,Silver Like Dusting,Small Dents In Nails,Inflammatory Nails,Fatigue +  Yellowish Skin,"Hepatitis C, (Vertigo) Paroymsal  Positional Vertigo, Urinary Tract Infection",Oxygen Saturation
Impetigo,Skin Rash,High Fever,Blister,Red Sore Around Nose,Yellow Crust Ooze,Nausea,Fatigue +  Restlessness,"Diabetes , Osteoarthristis, Heart Attack",Rash Pattern
Impetigo,Skin Rash,High Fever,Blister,Red Sore Around Nose,Yellow Crust Ooze,Nausea,Itching +  Skin Rash,"Chicken Pox, Typhoid, Allergy",Oxygen Saturation
Impetigo,High Fever,Blister,Red Sore Around Nose,Yellow Crust Ooze,Headache,Nausea,Chills +  Vomiting,"Tuberculosis, Impetigo, Heart Attack",Chest Pain Pattern
Impetigo,Skin Rash,Blister,Red Sore Around Nose,Yellow Crust Ooze,Headache,Nausea,Continuous Sneezing +  Shivering,"Allergy, Varicose Veins, Aids",Platelet Count
Impetigo,Skin Rash,Blister,Red Sore Around Nose,Yellow Crust Ooze,Headache,Nausea,Acidity +  Indigestion,"Migraine, Hepatitis D, Malaria",Breathlessness
Impetigo,Skin Rash,High Fever,Red Sore Around Nose,Yellow Crust Ooze,Headache,Nausea,Vomiting +  Abdominal Pain,"Alcoholic Hepatitis, Cervical Spondylosis, Dengue",Oxygen Saturation
Impetigo,Skin Rash,High Fever,Blister,Yellow Crust Ooze,Headache,Nausea,Itching +  Skin Rash,"Fungal Infection, Varicose Veins, Arthritis",Pcr Confirmation
Impetigo,Skin Rash,High Fever,Blister,Red Sore Around Nose,Headache,Nausea,Fatigue +  Weight Loss,"Diabetes , Hepatitis E, Jaundice",Oxygen Saturation
Impetigo,Skin Rash,High Fever,Blister,Red Sore Around Nose,Yellow Crust Ooze,Nausea,Joint Pain +  Neck Pain,"Osteoarthristis, Alcoholic Hepatitis, Peptic Ulcer Diseae",Pcr Confirmation
Impetigo,Skin Rash,Blister,Red Sore Around Nose,Yellow Crust Ooze,Headache,Nausea,Vomiting +  Breathlessness,"Heart Attack, Arthritis, Bronchial Asthma",Rash Pattern
Fungal Infection,Itching,Skin Rash,Nodal Skin Eruptions,Dischromic  Patches,Headache,Nausea,Skin Rash +  Joint Pain,"Psoriasis, Hepatitis A, Alcoholic Hepatitis",Travel History
Fungal Infection,Skin Rash,Nodal Skin Eruptions,Dischromic  Patches,High Fever,Headache,Nausea,Vomiting +  Sweating,"Heart Attack, Allergy, Typhoid",Rash Pattern
Fungal Infection,Itching,Nodal Skin Eruptions,Dischromic  Patches,High Fever,Headache,Nausea,Vomiting +  Fatigue,"Hypoglycemia, Acne, Drug Reaction",Oxygen Saturation
Fungal Infection,Itching,Skin Rash,Dischromic  Patches,High Fever,Headache,Nausea,Fatigue +  Mood Swings,"Hyperthyroidism, Malaria, Hypoglycemia",Pcr Confirmation
Fungal Infection,Itching,Skin Rash,Nodal Skin Eruptions,High Fever,Headache,Nausea,Skin Rash +  High Fever,"Impetigo, Malaria, Varicose Veins",Platelet Count
Fungal Infection,Skin Rash,Nodal Skin Eruptions,Dischromic  Patches,High Fever,Headache,Nausea,Fatigue +  Cough,"Bronchial Asthma, Hepatitis C, Hepatitis E",Cbc Test
Fungal Infection,Itching,Nodal Skin Eruptions,Dischromic  Patches,High Fever,Headache,Nausea,Skin Rash +  Pus Filled Pimples,"Acne, Dengue, Gerd",Pcr Confirmation
Fungal Infection,Itching,Skin Rash,Dischromic  Patches,High Fever,Headache,Nausea,Fatigue +  Mood Swings,"Hyperthyroidism, Pneumonia, Malaria",Oxygen Saturation
Fungal Infection,Itching,Skin Rash,Nodal Skin Eruptions,High Fever,Headache,Nausea,Chills +  Vomiting,"Tuberculosis, Hepatitis C, Arthritis",Inflammatory Markers
Fungal Infection,Itching,Skin Rash,Nodal Skin Eruptions,Dischromic  Patches,Headache,Nausea,Skin Rash +  High Fever,"Impetigo, Hypertension , Malaria",Breathlessness
Allergy,Continuous Sneezing,Shivering,Chills,Watering From Eyes,Headache,Nausea,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Hyperthyroidism, Hepatitis D",Travel History
Allergy,Shivering,Chills,Watering From Eyes,High Fever,Headache,Nausea,Vomiting +  Nausea,"(Vertigo) Paroymsal  Positional Vertigo, Hepatitis C, Gastroenteritis",Oxygen Saturation
Allergy,Continuous Sneezing,Chills,Watering From Eyes,High Fever,Headache,Nausea,Chills +  Vomiting,"Malaria, Chronic Cholestasis, Hepatitis C",Pcr Confirmation
Allergy,Continuous Sneezing,Shivering,Watering From Eyes,High Fever,Headache,Nausea,Fatigue +  Cramps,"Varicose Veins, Tuberculosis, (Vertigo) Paroymsal  Positional Vertigo",Platelet Count
Allergy,Continuous Sneezing,Shivering,Chills,High Fever,Headache,Nausea,Skin Rash +  Chills,"Dengue, Hepatitis A, Impetigo",Travel History
Allergy,Shivering,Chills,Watering From Eyes,High Fever,Headache,Nausea,Fatigue +  Yellowish Skin,"Hepatitis C, Chronic Cholestasis",Travel History
Allergy,Continuous Sneezing,Chills,Watering From Eyes,High Fever,Headache,Nausea,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Paralysis (Brain Hemorrhage), Fungal Infection",Cbc Test
Allergy,Continuous Sneezing,Shivering,Watering From Eyes,High Fever,Headache,Nausea,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Allergy, (Vertigo) Paroymsal  Positional Vertigo",Pcr Confirmation
Allergy,Continuous Sneezing,Shivering,Chills,High Fever,Headache,Nausea,Fatigue +  Yellowish Skin,"Hepatitis C, Arthritis, (Vertigo) Paroymsal  Positional Vertigo",Pcr Confirmation
Allergy,Continuous Sneezing,Shivering,Chills,Watering From Eyes,Headache,Nausea,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Aids, Paralysis (Brain Hemorrhage)",Chest Pain Pattern
Gerd,Stomach Pain,Acidity,Ulcers On Tongue,Vomiting,Cough,Chest Pain,Fatigue +  Cough,"Bronchial Asthma, Drug Reaction, Hypoglycemia",Inflammatory Markers
