symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Leg Swelling,How Frequently Does It Occur (Variant 2563)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Leg Swelling,When Did It Start Worsening (Variant 2564)?,Progression,Numeric,High,Cardiac,No
Leg Swelling,Any Associated Symptoms Present (Variant 2565)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Leg Swelling,Triggered By Activity (Variant 2566)?,Trigger,Yes/No,Medium,Gi,No
Leg Swelling,Localized Or Widespread (Variant 2567)?,Location,Localized/Diffuse,High,Endocrine,Yes
Leg Swelling,Constant Or Intermittent (Variant 2568)?,Pattern,Constant/Intermittent,Low,Msk,No
Leg Swelling,Does It Affect Daily Activities (Variant 2569)?,Impact,Yes/No,Medium,Dermatology,Yes
Leg Swelling,Any Emergency Warning Signs (Variant 2570)?,Emergency Flag,Yes/No,High,Emergency,No
Syncope,Since How Many Days (Variant 2571)?,Duration,Numeric,Low,General,Yes
Syncope,"Mild, Moderate Or Severe (Variant 2572)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Syncope,How Frequently Does It Occur (Variant 2573)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Syncope,When Did It Start Worsening (Variant 2574)?,Progression,Numeric,Low,Neurology,No
Syncope,Any Associated Symptoms Present (Variant 2575)?,Associated Symptom,Yes/No,Medium,Gi,Yes
Syncope,Triggered By Activity (Variant 2576)?,Trigger,Yes/No,High,Endocrine,No
Syncope,Localized Or Widespread (Variant 2577)?,Location,Localized/Diffuse,Low,Msk,Yes
Syncope,Constant Or Intermittent (Variant 2578)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Syncope,Does It Affect Daily Activities (Variant 2579)?,Impact,Yes/No,High,Emergency,Yes
Syncope,Any Emergency Warning Signs (Variant 2580)?,Emergency Flag,Yes/No,Low,General,No
Wheezing,Since How Many Days (Variant 2581)?,Duration,Numeric,Medium,Respiratory,Yes
Wheezing,"Mild, Moderate Or Severe (Variant 2582)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Wheezing,How Frequently Does It Occur (Variant 2583)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Wheezing,When Did It Start Worsening (Variant 2584)?,Progression,Numeric,Medium,Gi,No
Wheezing,Any Associated Symptoms Present (Variant 2585)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Wheezing,Triggered By Activity (Variant 2586)?,Trigger,Yes/No,Low,Msk,No
Wheezing,Localized Or Widespread (Variant 2587)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Wheezing,Constant Or Intermittent (Variant 2588)?,Pattern,Constant/Intermittent,High,Emergency,No
Wheezing,Does It Affect Daily Activities (Variant 2589)?,Impact,Yes/No,Low,General,Yes
Wheezing,Any Emergency Warning Signs (Variant 2590)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Sore Throat,Since How Many Days (Variant 2591)?,Duration,Numeric,High,Cardiac,Yes
Sore Throat,"Mild, Moderate Or Severe (Variant 2592)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Sore Throat,How Frequently Does It Occur (Variant 2593)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Sore Throat,When Did It Start Worsening (Variant 2594)?,Progression,Numeric,High,Endocrine,No
Sore Throat,Any Associated Symptoms Present (Variant 2595)?,Associated Symptom,Yes/No,Low,Msk,Yes
Sore Throat,Triggered By Activity (Variant 2596)?,Trigger,Yes/No,Medium,Dermatology,No
Sore Throat,Localized Or Widespread (Variant 2597)?,Location,Localized/Diffuse,High,Emergency,Yes
Sore Throat,Constant Or Intermittent (Variant 2598)?,Pattern,Constant/Intermittent,Low,General,No
Sore Throat,Does It Affect Daily Activities (Variant 2599)?,Impact,Yes/No,Medium,Respiratory,Yes
Sore Throat,Any Emergency Warning Signs (Variant 2600)?,Emergency Flag,Yes/No,High,Cardiac,No
Runny Nose,Since How Many Days (Variant 2601)?,Duration,Numeric,Low,Neurology,Yes
Runny Nose,"Mild, Moderate Or Severe (Variant 2602)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Runny Nose,How Frequently Does It Occur (Variant 2603)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Runny Nose,When Did It Start Worsening (Variant 2604)?,Progression,Numeric,Low,Msk,No
Runny Nose,Any Associated Symptoms Present (Variant 2605)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Runny Nose,Triggered By Activity (Variant 2606)?,Trigger,Yes/No,High,Emergency,No
Runny Nose,Localized Or Widespread (Variant 2607)?,Location,Localized/Diffuse,Low,General,Yes
Runny Nose,Constant Or Intermittent (Variant 2608)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Runny Nose,Does It Affect Daily Activities (Variant 2609)?,Impact,Yes/No,High,Cardiac,Yes
Runny Nose,Any Emergency Warning Signs (Variant 2610)?,Emergency Flag,Yes/No,Low,Neurology,No
Nasal Congestion,Since How Many Days (Variant 2611)?,Duration,Numeric,Medium,Gi,Yes
Nasal Congestion,"Mild, Moderate Or Severe (Variant 2612)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Nasal Congestion,How Frequently Does It Occur (Variant 2613)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Nasal Congestion,When Did It Start Worsening (Variant 2614)?,Progression,Numeric,Medium,Dermatology,No
Nasal Congestion,Any Associated Symptoms Present (Variant 2615)?,Associated Symptom,Yes/No,High,Emergency,Yes
Nasal Congestion,Triggered By Activity (Variant 2616)?,Trigger,Yes/No,Low,General,No
Nasal Congestion,Localized Or Widespread (Variant 2617)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Nasal Congestion,Constant Or Intermittent (Variant 2618)?,Pattern,Constant/Intermittent,High,Cardiac,No
Nasal Congestion,Does It Affect Daily Activities (Variant 2619)?,Impact,Yes/No,Low,Neurology,Yes
Nasal Congestion,Any Emergency Warning Signs (Variant 2620)?,Emergency Flag,Yes/No,Medium,Gi,No
Chills,Since How Many Days (Variant 2621)?,Duration,Numeric,High,Endocrine,Yes
Chills,"Mild, Moderate Or Severe (Variant 2622)?",Severity,Mild/Moderate/Severe,Low,Msk,No
Chills,How Frequently Does It Occur (Variant 2623)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Chills,When Did It Start Worsening (Variant 2624)?,Progression,Numeric,High,Emergency,No
Chills,Any Associated Symptoms Present (Variant 2625)?,Associated Symptom,Yes/No,Low,General,Yes
Chills,Triggered By Activity (Variant 2626)?,Trigger,Yes/No,Medium,Respiratory,No
Chills,Localized Or Widespread (Variant 2627)?,Location,Localized/Diffuse,High,Cardiac,Yes
Chills,Constant Or Intermittent (Variant 2628)?,Pattern,Constant/Intermittent,Low,Neurology,No
Chills,Does It Affect Daily Activities (Variant 2629)?,Impact,Yes/No,Medium,Gi,Yes
Chills,Any Emergency Warning Signs (Variant 2630)?,Emergency Flag,Yes/No,High,Endocrine,No
Night Sweats,Since How Many Days (Variant 2631)?,Duration,Numeric,Low,Msk,Yes
Night Sweats,"Mild, Moderate Or Severe (Variant 2632)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Night Sweats,How Frequently Does It Occur (Variant 2633)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Night Sweats,When Did It Start Worsening (Variant 2634)?,Progression,Numeric,Low,General,No
Night Sweats,Any Associated Symptoms Present (Variant 2635)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Night Sweats,Triggered By Activity (Variant 2636)?,Trigger,Yes/No,High,Cardiac,No
Night Sweats,Localized Or Widespread (Variant 2637)?,Location,Localized/Diffuse,Low,Neurology,Yes
Night Sweats,Constant Or Intermittent (Variant 2638)?,Pattern,Constant/Intermittent,Medium,Gi,No
Night Sweats,Does It Affect Daily Activities (Variant 2639)?,Impact,Yes/No,High,Endocrine,Yes
Night Sweats,Any Emergency Warning Signs (Variant 2640)?,Emergency Flag,Yes/No,Low,Msk,No
Weight Loss,Since How Many Days (Variant 2641)?,Duration,Numeric,Medium,Dermatology,Yes
Weight Loss,"Mild, Moderate Or Severe (Variant 2642)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Weight Loss,How Frequently Does It Occur (Variant 2643)?,Frequency,Occasional/Frequent,Low,General,Yes
Weight Loss,When Did It Start Worsening (Variant 2644)?,Progression,Numeric,Medium,Respiratory,No
Weight Loss,Any Associated Symptoms Present (Variant 2645)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Weight Loss,Triggered By Activity (Variant 2646)?,Trigger,Yes/No,Low,Neurology,No
Weight Loss,Localized Or Widespread (Variant 2647)?,Location,Localized/Diffuse,Medium,Gi,Yes
Weight Loss,Constant Or Intermittent (Variant 2648)?,Pattern,Constant/Intermittent,High,Endocrine,No
Weight Loss,Does It Affect Daily Activities (Variant 2649)?,Impact,Yes/No,Low,Msk,Yes
Weight Loss,Any Emergency Warning Signs (Variant 2650)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Loss Of Appetite,Since How Many Days (Variant 2651)?,Duration,Numeric,High,Emergency,Yes
Loss Of Appetite,"Mild, Moderate Or Severe (Variant 2652)?",Severity,Mild/Moderate/Severe,Low,General,No
Loss Of Appetite,How Frequently Does It Occur (Variant 2653)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Loss Of Appetite,When Did It Start Worsening (Variant 2654)?,Progression,Numeric,High,Cardiac,No
Loss Of Appetite,Any Associated Symptoms Present (Variant 2655)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Loss Of Appetite,Triggered By Activity (Variant 2656)?,Trigger,Yes/No,Medium,Gi,No
Loss Of Appetite,Localized Or Widespread (Variant 2657)?,Location,Localized/Diffuse,High,Endocrine,Yes
Loss Of Appetite,Constant Or Intermittent (Variant 2658)?,Pattern,Constant/Intermittent,Low,Msk,No
Loss Of Appetite,Does It Affect Daily Activities (Variant 2659)?,Impact,Yes/No,Medium,Dermatology,Yes
Loss Of Appetite,Any Emergency Warning Signs (Variant 2660)?,Emergency Flag,Yes/No,High,Emergency,No
Weakness,Since How Many Days (Variant 2661)?,Duration,Numeric,Low,General,Yes
Weakness,"Mild, Moderate Or Severe (Variant 2662)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Weakness,How Frequently Does It Occur (Variant 2663)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Weakness,When Did It Start Worsening (Variant 2664)?,Progression,Numeric,Low,Neurology,No
Weakness,Any Associated Symptoms Present (Variant 2665)?,Associated Symptom,Yes/No,Medium,Gi,Yes
Weakness,Triggered By Activity (Variant 2666)?,Trigger,Yes/No,High,Endocrine,No
Weakness,Localized Or Widespread (Variant 2667)?,Location,Localized/Diffuse,Low,Msk,Yes
Weakness,Constant Or Intermittent (Variant 2668)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Weakness,Does It Affect Daily Activities (Variant 2669)?,Impact,Yes/No,High,Emergency,Yes
Weakness,Any Emergency Warning Signs (Variant 2670)?,Emergency Flag,Yes/No,Low,General,No
Confusion,Since How Many Days (Variant 2671)?,Duration,Numeric,Medium,Respiratory,Yes
Confusion,"Mild, Moderate Or Severe (Variant 2672)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Confusion,How Frequently Does It Occur (Variant 2673)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Confusion,When Did It Start Worsening (Variant 2674)?,Progression,Numeric,Medium,Gi,No
Confusion,Any Associated Symptoms Present (Variant 2675)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Confusion,Triggered By Activity (Variant 2676)?,Trigger,Yes/No,Low,Msk,No
Confusion,Localized Or Widespread (Variant 2677)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Confusion,Constant Or Intermittent (Variant 2678)?,Pattern,Constant/Intermittent,High,Emergency,No
Confusion,Does It Affect Daily Activities (Variant 2679)?,Impact,Yes/No,Low,General,Yes
Confusion,Any Emergency Warning Signs (Variant 2680)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Memory Loss,Since How Many Days (Variant 2681)?,Duration,Numeric,High,Cardiac,Yes
Memory Loss,"Mild, Moderate Or Severe (Variant 2682)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Memory Loss,How Frequently Does It Occur (Variant 2683)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Memory Loss,When Did It Start Worsening (Variant 2684)?,Progression,Numeric,High,Endocrine,No
Memory Loss,Any Associated Symptoms Present (Variant 2685)?,Associated Symptom,Yes/No,Low,Msk,Yes
Memory Loss,Triggered By Activity (Variant 2686)?,Trigger,Yes/No,Medium,Dermatology,No
Memory Loss,Localized Or Widespread (Variant 2687)?,Location,Localized/Diffuse,High,Emergency,Yes
Memory Loss,Constant Or Intermittent (Variant 2688)?,Pattern,Constant/Intermittent,Low,General,No
Memory Loss,Does It Affect Daily Activities (Variant 2689)?,Impact,Yes/No,Medium,Respiratory,Yes
Memory Loss,Any Emergency Warning Signs (Variant 2690)?,Emergency Flag,Yes/No,High,Cardiac,No
Seizure,Since How Many Days (Variant 2691)?,Duration,Numeric,Low,Neurology,Yes
Seizure,"Mild, Moderate Or Severe (Variant 2692)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Seizure,How Frequently Does It Occur (Variant 2693)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Seizure,When Did It Start Worsening (Variant 2694)?,Progression,Numeric,Low,Msk,No
Seizure,Any Associated Symptoms Present (Variant 2695)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Seizure,Triggered By Activity (Variant 2696)?,Trigger,Yes/No,High,Emergency,No
Seizure,Localized Or Widespread (Variant 2697)?,Location,Localized/Diffuse,Low,General,Yes
Seizure,Constant Or Intermittent (Variant 2698)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Seizure,Does It Affect Daily Activities (Variant 2699)?,Impact,Yes/No,High,Cardiac,Yes
Seizure,Any Emergency Warning Signs (Variant 2700)?,Emergency Flag,Yes/No,Low,Neurology,No
Numbness,Since How Many Days (Variant 2701)?,Duration,Numeric,Medium,Gi,Yes
Numbness,"Mild, Moderate Or Severe (Variant 2702)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Numbness,How Frequently Does It Occur (Variant 2703)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Numbness,When Did It Start Worsening (Variant 2704)?,Progression,Numeric,Medium,Dermatology,No
Numbness,Any Associated Symptoms Present (Variant 2705)?,Associated Symptom,Yes/No,High,Emergency,Yes
Numbness,Triggered By Activity (Variant 2706)?,Trigger,Yes/No,Low,General,No
Numbness,Localized Or Widespread (Variant 2707)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Numbness,Constant Or Intermittent (Variant 2708)?,Pattern,Constant/Intermittent,High,Cardiac,No
Numbness,Does It Affect Daily Activities (Variant 2709)?,Impact,Yes/No,Low,Neurology,Yes
Numbness,Any Emergency Warning Signs (Variant 2710)?,Emergency Flag,Yes/No,Medium,Gi,No
Tingling,Since How Many Days (Variant 2711)?,Duration,Numeric,High,Endocrine,Yes
Tingling,"Mild, Moderate Or Severe (Variant 2712)?",Severity,Mild/Moderate/Severe,Low,Msk,No
Tingling,How Frequently Does It Occur (Variant 2713)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Tingling,When Did It Start Worsening (Variant 2714)?,Progression,Numeric,High,Emergency,No
Tingling,Any Associated Symptoms Present (Variant 2715)?,Associated Symptom,Yes/No,Low,General,Yes
Tingling,Triggered By Activity (Variant 2716)?,Trigger,Yes/No,Medium,Respiratory,No
Tingling,Localized Or Widespread (Variant 2717)?,Location,Localized/Diffuse,High,Cardiac,Yes
Tingling,Constant Or Intermittent (Variant 2718)?,Pattern,Constant/Intermittent,Low,Neurology,No
Tingling,Does It Affect Daily Activities (Variant 2719)?,Impact,Yes/No,Medium,Gi,Yes
Tingling,Any Emergency Warning Signs (Variant 2720)?,Emergency Flag,Yes/No,High,Endocrine,No
Tremor,Since How Many Days (Variant 2721)?,Duration,Numeric,Low,Msk,Yes
Tremor,"Mild, Moderate Or Severe (Variant 2722)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Tremor,How Frequently Does It Occur (Variant 2723)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Tremor,When Did It Start Worsening (Variant 2724)?,Progression,Numeric,Low,General,No
Tremor,Any Associated Symptoms Present (Variant 2725)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Tremor,Triggered By Activity (Variant 2726)?,Trigger,Yes/No,High,Cardiac,No
Tremor,Localized Or Widespread (Variant 2727)?,Location,Localized/Diffuse,Low,Neurology,Yes
Tremor,Constant Or Intermittent (Variant 2728)?,Pattern,Constant/Intermittent,Medium,Gi,No
Tremor,Does It Affect Daily Activities (Variant 2729)?,Impact,Yes/No,High,Endocrine,Yes
Tremor,Any Emergency Warning Signs (Variant 2730)?,Emergency Flag,Yes/No,Low,Msk,No
Facial Droop,Since How Many Days (Variant 2731)?,Duration,Numeric,Medium,Dermatology,Yes
Facial Droop,"Mild, Moderate Or Severe (Variant 2732)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Facial Droop,How Frequently Does It Occur (Variant 2733)?,Frequency,Occasional/Frequent,Low,General,Yes
Facial Droop,When Did It Start Worsening (Variant 2734)?,Progression,Numeric,Medium,Respiratory,No
Facial Droop,Any Associated Symptoms Present (Variant 2735)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Facial Droop,Triggered By Activity (Variant 2736)?,Trigger,Yes/No,Low,Neurology,No
Facial Droop,Localized Or Widespread (Variant 2737)?,Location,Localized/Diffuse,Medium,Gi,Yes
Facial Droop,Constant Or Intermittent (Variant 2738)?,Pattern,Constant/Intermittent,High,Endocrine,No
Facial Droop,Does It Affect Daily Activities (Variant 2739)?,Impact,Yes/No,Low,Msk,Yes
Facial Droop,Any Emergency Warning Signs (Variant 2740)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Blurred Vision,Since How Many Days (Variant 2741)?,Duration,Numeric,High,Emergency,Yes
Blurred Vision,"Mild, Moderate Or Severe (Variant 2742)?",Severity,Mild/Moderate/Severe,Low,General,No
Blurred Vision,How Frequently Does It Occur (Variant 2743)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Blurred Vision,When Did It Start Worsening (Variant 2744)?,Progression,Numeric,High,Cardiac,No
Blurred Vision,Any Associated Symptoms Present (Variant 2745)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Blurred Vision,Triggered By Activity (Variant 2746)?,Trigger,Yes/No,Medium,Gi,No
Blurred Vision,Localized Or Widespread (Variant 2747)?,Location,Localized/Diffuse,High,Endocrine,Yes
Blurred Vision,Constant Or Intermittent (Variant 2748)?,Pattern,Constant/Intermittent,Low,Msk,No
Blurred Vision,Does It Affect Daily Activities (Variant 2749)?,Impact,Yes/No,Medium,Dermatology,Yes
Blurred Vision,Any Emergency Warning Signs (Variant 2750)?,Emergency Flag,Yes/No,High,Emergency,No
Frequent Urination,Since How Many Days (Variant 2751)?,Duration,Numeric,Low,General,Yes
Frequent Urination,"Mild, Moderate Or Severe (Variant 2752)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Frequent Urination,How Frequently Does It Occur (Variant 2753)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Frequent Urination,When Did It Start Worsening (Variant 2754)?,Progression,Numeric,Low,Neurology,No
Frequent Urination,Any Associated Symptoms Present (Variant 2755)?,Associated Symptom,Yes/No,Medium,Gi,Yes
Frequent Urination,Triggered By Activity (Variant 2756)?,Trigger,Yes/No,High,Endocrine,No
Frequent Urination,Localized Or Widespread (Variant 2757)?,Location,Localized/Diffuse,Low,Msk,Yes
Frequent Urination,Constant Or Intermittent (Variant 2758)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Frequent Urination,Does It Affect Daily Activities (Variant 2759)?,Impact,Yes/No,High,Emergency,Yes
Frequent Urination,Any Emergency Warning Signs (Variant 2760)?,Emergency Flag,Yes/No,Low,General,No
Excess Thirst,Since How Many Days (Variant 2761)?,Duration,Numeric,Medium,Respiratory,Yes
Excess Thirst,"Mild, Moderate Or Severe (Variant 2762)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Excess Thirst,How Frequently Does It Occur (Variant 2763)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Excess Thirst,When Did It Start Worsening (Variant 2764)?,Progression,Numeric,Medium,Gi,No
Excess Thirst,Any Associated Symptoms Present (Variant 2765)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Excess Thirst,Triggered By Activity (Variant 2766)?,Trigger,Yes/No,Low,Msk,No
Excess Thirst,Localized Or Widespread (Variant 2767)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Excess Thirst,Constant Or Intermittent (Variant 2768)?,Pattern,Constant/Intermittent,High,Emergency,No
Excess Thirst,Does It Affect Daily Activities (Variant 2769)?,Impact,Yes/No,Low,General,Yes
Excess Thirst,Any Emergency Warning Signs (Variant 2770)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Heat Intolerance,Since How Many Days (Variant 2771)?,Duration,Numeric,High,Cardiac,Yes
Heat Intolerance,"Mild, Moderate Or Severe (Variant 2772)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Heat Intolerance,How Frequently Does It Occur (Variant 2773)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Heat Intolerance,When Did It Start Worsening (Variant 2774)?,Progression,Numeric,High,Endocrine,No
Heat Intolerance,Any Associated Symptoms Present (Variant 2775)?,Associated Symptom,Yes/No,Low,Msk,Yes
Heat Intolerance,Triggered By Activity (Variant 2776)?,Trigger,Yes/No,Medium,Dermatology,No
Heat Intolerance,Localized Or Widespread (Variant 2777)?,Location,Localized/Diffuse,High,Emergency,Yes
Heat Intolerance,Constant Or Intermittent (Variant 2778)?,Pattern,Constant/Intermittent,Low,General,No
Heat Intolerance,Does It Affect Daily Activities (Variant 2779)?,Impact,Yes/No,Medium,Respiratory,Yes
Heat Intolerance,Any Emergency Warning Signs (Variant 2780)?,Emergency Flag,Yes/No,High,Cardiac,No
Cold Intolerance,Since How Many Days (Variant 2781)?,Duration,Numeric,Low,Neurology,Yes
Cold Intolerance,"Mild, Moderate Or Severe (Variant 2782)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Cold Intolerance,How Frequently Does It Occur (Variant 2783)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Cold Intolerance,When Did It Start Worsening (Variant 2784)?,Progression,Numeric,Low,Msk,No
Cold Intolerance,Any Associated Symptoms Present (Variant 2785)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Cold Intolerance,Triggered By Activity (Variant 2786)?,Trigger,Yes/No,High,Emergency,No
Cold Intolerance,Localized Or Widespread (Variant 2787)?,Location,Localized/Diffuse,Low,General,Yes
Cold Intolerance,Constant Or Intermittent (Variant 2788)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Cold Intolerance,Does It Affect Daily Activities (Variant 2789)?,Impact,Yes/No,High,Cardiac,Yes
Cold Intolerance,Any Emergency Warning Signs (Variant 2790)?,Emergency Flag,Yes/No,Low,Neurology,No
Rash,Since How Many Days (Variant 2791)?,Duration,Numeric,Medium,Gi,Yes
Rash,"Mild, Moderate Or Severe (Variant 2792)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Rash,How Frequently Does It Occur (Variant 2793)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Rash,When Did It Start Worsening (Variant 2794)?,Progression,Numeric,Medium,Dermatology,No
Rash,Any Associated Symptoms Present (Variant 2795)?,Associated Symptom,Yes/No,High,Emergency,Yes
Rash,Triggered By Activity (Variant 2796)?,Trigger,Yes/No,Low,General,No
Rash,Localized Or Widespread (Variant 2797)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Rash,Constant Or Intermittent (Variant 2798)?,Pattern,Constant/Intermittent,High,Cardiac,No
Rash,Does It Affect Daily Activities (Variant 2799)?,Impact,Yes/No,Low,Neurology,Yes
Rash,Any Emergency Warning Signs (Variant 2800)?,Emergency Flag,Yes/No,Medium,Gi,No
Itching,Since How Many Days (Variant 2801)?,Duration,Numeric,High,Endocrine,Yes
Itching,"Mild, Moderate Or Severe (Variant 2802)?",Severity,Mild/Moderate/Severe,Low,Msk,No
Itching,How Frequently Does It Occur (Variant 2803)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Itching,When Did It Start Worsening (Variant 2804)?,Progression,Numeric,High,Emergency,No
Itching,Any Associated Symptoms Present (Variant 2805)?,Associated Symptom,Yes/No,Low,General,Yes
Itching,Triggered By Activity (Variant 2806)?,Trigger,Yes/No,Medium,Respiratory,No
Itching,Localized Or Widespread (Variant 2807)?,Location,Localized/Diffuse,High,Cardiac,Yes
Itching,Constant Or Intermittent (Variant 2808)?,Pattern,Constant/Intermittent,Low,Neurology,No
Itching,Does It Affect Daily Activities (Variant 2809)?,Impact,Yes/No,Medium,Gi,Yes
Itching,Any Emergency Warning Signs (Variant 2810)?,Emergency Flag,Yes/No,High,Endocrine,No
Skin Lesions,Since How Many Days (Variant 2811)?,Duration,Numeric,Low,Msk,Yes
Skin Lesions,"Mild, Moderate Or Severe (Variant 2812)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Skin Lesions,How Frequently Does It Occur (Variant 2813)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Skin Lesions,When Did It Start Worsening (Variant 2814)?,Progression,Numeric,Low,General,No
Skin Lesions,Any Associated Symptoms Present (Variant 2815)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Skin Lesions,Triggered By Activity (Variant 2816)?,Trigger,Yes/No,High,Cardiac,No
Skin Lesions,Localized Or Widespread (Variant 2817)?,Location,Localized/Diffuse,Low,Neurology,Yes
Skin Lesions,Constant Or Intermittent (Variant 2818)?,Pattern,Constant/Intermittent,Medium,Gi,No
Skin Lesions,Does It Affect Daily Activities (Variant 2819)?,Impact,Yes/No,High,Endocrine,Yes
Skin Lesions,Any Emergency Warning Signs (Variant 2820)?,Emergency Flag,Yes/No,Low,Msk,No
Hair Loss,Since How Many Days (Variant 2821)?,Duration,Numeric,Medium,Dermatology,Yes
Hair Loss,"Mild, Moderate Or Severe (Variant 2822)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Hair Loss,How Frequently Does It Occur (Variant 2823)?,Frequency,Occasional/Frequent,Low,General,Yes
Hair Loss,When Did It Start Worsening (Variant 2824)?,Progression,Numeric,Medium,Respiratory,No
Hair Loss,Any Associated Symptoms Present (Variant 2825)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Hair Loss,Triggered By Activity (Variant 2826)?,Trigger,Yes/No,Low,Neurology,No
Hair Loss,Localized Or Widespread (Variant 2827)?,Location,Localized/Diffuse,Medium,Gi,Yes
Hair Loss,Constant Or Intermittent (Variant 2828)?,Pattern,Constant/Intermittent,High,Endocrine,No
Hair Loss,Does It Affect Daily Activities (Variant 2829)?,Impact,Yes/No,Low,Msk,Yes
Hair Loss,Any Emergency Warning Signs (Variant 2830)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Insomnia,Since How Many Days (Variant 2831)?,Duration,Numeric,High,Emergency,Yes
Insomnia,"Mild, Moderate Or Severe (Variant 2832)?",Severity,Mild/Moderate/Severe,Low,General,No
Insomnia,How Frequently Does It Occur (Variant 2833)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Insomnia,When Did It Start Worsening (Variant 2834)?,Progression,Numeric,High,Cardiac,No
Insomnia,Any Associated Symptoms Present (Variant 2835)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Insomnia,Triggered By Activity (Variant 2836)?,Trigger,Yes/No,Medium,Gi,No
Insomnia,Localized Or Widespread (Variant 2837)?,Location,Localized/Diffuse,High,Endocrine,Yes
