disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Progressive Hepatic Inflammation 847,Progressive Hepatic Inflammation 847 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Uncommon,Diagnostics
Congenital Hepatic Inflammation 848,Congenital Hepatic Inflammation 848 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Inflammation Complications,Rare,Specialist Referral
Inflammatory Hepatic Inflammation 849,Inflammatory Hepatic Inflammation 849 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Common,Medication
Metabolic Hepatic Inflammation 850,Metabolic Hepatic Inflammation 850 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Uncommon,Lifestyle
Acute Endocrine Inflammation 851,Acute Endocrine Inflammation 851 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Rare,Diagnostics
Chronic Endocrine Inflammation 852,Chronic Endocrine Inflammation 852 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Secondary Infection,Common,Specialist Referral
Autoimmune Endocrine Inflammation 853,Autoimmune Endocrine Inflammation 853 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Inflammation Complications,Uncommon,Medication
Idiopathic Endocrine Inflammation 854,Idiopathic Endocrine Inflammation 854 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Rare,Lifestyle
Primary Endocrine Inflammation 855,Primary Endocrine Inflammation 855 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Common,Diagnostics
Secondary Endocrine Inflammation 856,Secondary Endocrine Inflammation 856 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Organ Dysfunction,Uncommon,Specialist Referral
Progressive Endocrine Inflammation 857,Progressive Endocrine Inflammation 857 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Secondary Infection,Rare,Medication
Congenital Endocrine Inflammation 858,Congenital Endocrine Inflammation 858 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Common,Lifestyle
Inflammatory Endocrine Inflammation 859,Inflammatory Endocrine Inflammation 859 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Uncommon,Diagnostics
Metabolic Endocrine Inflammation 860,Metabolic Endocrine Inflammation 860 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Neurological Complications,Rare,Specialist Referral
Acute Gastro Inflammation 861,Acute Gastro Inflammation 861 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Common,Medication
Chronic Gastro Inflammation 862,Chronic Gastro Inflammation 862 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Uncommon,Lifestyle
Autoimmune Gastro Inflammation 863,Autoimmune Gastro Inflammation 863 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Rare,Diagnostics
Idiopathic Gastro Inflammation 864,Idiopathic Gastro Inflammation 864 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Common,Specialist Referral
Primary Gastro Inflammation 865,Primary Gastro Inflammation 865 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Neurological Complications,Uncommon,Medication
Secondary Gastro Inflammation 866,Secondary Gastro Inflammation 866 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Rare,Lifestyle
Progressive Gastro Inflammation 867,Progressive Gastro Inflammation 867 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Common,Diagnostics
Congenital Gastro Inflammation 868,Congenital Gastro Inflammation 868 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Inflammation Complications,Uncommon,Specialist Referral
Inflammatory Gastro Inflammation 869,Inflammatory Gastro Inflammation 869 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Rare,Medication
Metabolic Gastro Inflammation 870,Metabolic Gastro Inflammation 870 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Common,Lifestyle
Acute Dermatologic Inflammation 871,Acute Dermatologic Inflammation 871 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Uncommon,Diagnostics
Chronic Dermatologic Inflammation 872,Chronic Dermatologic Inflammation 872 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Secondary Infection,Rare,Specialist Referral
Autoimmune Dermatologic Inflammation 873,Autoimmune Dermatologic Inflammation 873 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Inflammation Complications,Common,Medication
Idiopathic Dermatologic Inflammation 874,Idiopathic Dermatologic Inflammation 874 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Uncommon,Lifestyle
Primary Dermatologic Inflammation 875,Primary Dermatologic Inflammation 875 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Rare,Diagnostics
Secondary Dermatologic Inflammation 876,Secondary Dermatologic Inflammation 876 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Organ Dysfunction,Common,Specialist Referral
Progressive Dermatologic Inflammation 877,Progressive Dermatologic Inflammation 877 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Secondary Infection,Uncommon,Medication
Congenital Dermatologic Inflammation 878,Congenital Dermatologic Inflammation 878 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Rare,Lifestyle
Inflammatory Dermatologic Inflammation 879,Inflammatory Dermatologic Inflammation 879 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Common,Diagnostics
Metabolic Dermatologic Inflammation 880,Metabolic Dermatologic Inflammation 880 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Neurological Complications,Uncommon,Specialist Referral
Acute Hematologic Inflammation 881,Acute Hematologic Inflammation 881 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Rare,Medication
Chronic Hematologic Inflammation 882,Chronic Hematologic Inflammation 882 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Common,Lifestyle
Autoimmune Hematologic Inflammation 883,Autoimmune Hematologic Inflammation 883 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Uncommon,Diagnostics
Idiopathic Hematologic Inflammation 884,Idiopathic Hematologic Inflammation 884 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Rare,Specialist Referral
Primary Hematologic Inflammation 885,Primary Hematologic Inflammation 885 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Neurological Complications,Common,Medication
Secondary Hematologic Inflammation 886,Secondary Hematologic Inflammation 886 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Uncommon,Lifestyle
Progressive Hematologic Inflammation 887,Progressive Hematologic Inflammation 887 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Rare,Diagnostics
Congenital Hematologic Inflammation 888,Congenital Hematologic Inflammation 888 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Inflammation Complications,Common,Specialist Referral
Inflammatory Hematologic Inflammation 889,Inflammatory Hematologic Inflammation 889 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Uncommon,Medication
Metabolic Hematologic Inflammation 890,Metabolic Hematologic Inflammation 890 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Rare,Lifestyle
Acute Musculoskeletal Inflammation 891,Acute Musculoskeletal Inflammation 891 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Common,Diagnostics
Chronic Musculoskeletal Inflammation 892,Chronic Musculoskeletal Inflammation 892 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Secondary Infection,Uncommon,Specialist Referral
Autoimmune Musculoskeletal Inflammation 893,Autoimmune Musculoskeletal Inflammation 893 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Inflammation Complications,Rare,Medication
Idiopathic Musculoskeletal Inflammation 894,Idiopathic Musculoskeletal Inflammation 894 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Common,Lifestyle
Primary Musculoskeletal Inflammation 895,Primary Musculoskeletal Inflammation 895 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Uncommon,Diagnostics
Secondary Musculoskeletal Inflammation 896,Secondary Musculoskeletal Inflammation 896 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Organ Dysfunction,Rare,Specialist Referral
Progressive Musculoskeletal Inflammation 897,Progressive Musculoskeletal Inflammation 897 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Secondary Infection,Common,Medication
Congenital Musculoskeletal Inflammation 898,Congenital Musculoskeletal Inflammation 898 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Uncommon,Lifestyle
Inflammatory Musculoskeletal Inflammation 899,Inflammatory Musculoskeletal Inflammation 899 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Rare,Diagnostics
Metabolic Musculoskeletal Inflammation 900,Metabolic Musculoskeletal Inflammation 900 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Neurological Complications,Common,Specialist Referral
Acute Respiratory Degeneration 901,Acute Respiratory Degeneration 901 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Uncommon,Medication
Chronic Respiratory Degeneration 902,Chronic Respiratory Degeneration 902 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Rare,Lifestyle
Autoimmune Respiratory Degeneration 903,Autoimmune Respiratory Degeneration 903 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Common,Diagnostics
Idiopathic Respiratory Degeneration 904,Idiopathic Respiratory Degeneration 904 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Uncommon,Specialist Referral
Primary Respiratory Degeneration 905,Primary Respiratory Degeneration 905 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Neurological Complications,Rare,Medication
Secondary Respiratory Degeneration 906,Secondary Respiratory Degeneration 906 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Common,Lifestyle
Progressive Respiratory Degeneration 907,Progressive Respiratory Degeneration 907 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Uncommon,Diagnostics
Congenital Respiratory Degeneration 908,Congenital Respiratory Degeneration 908 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Inflammation Complications,Rare,Specialist Referral
Inflammatory Respiratory Degeneration 909,Inflammatory Respiratory Degeneration 909 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Common,Medication
Metabolic Respiratory Degeneration 910,Metabolic Respiratory Degeneration 910 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Uncommon,Lifestyle
Acute Cardiac Degeneration 911,Acute Cardiac Degeneration 911 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Rare,Diagnostics
Chronic Cardiac Degeneration 912,Chronic Cardiac Degeneration 912 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Secondary Infection,Common,Specialist Referral
Autoimmune Cardiac Degeneration 913,Autoimmune Cardiac Degeneration 913 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Inflammation Complications,Uncommon,Medication
Idiopathic Cardiac Degeneration 914,Idiopathic Cardiac Degeneration 914 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Rare,Lifestyle
Primary Cardiac Degeneration 915,Primary Cardiac Degeneration 915 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Common,Diagnostics
Secondary Cardiac Degeneration 916,Secondary Cardiac Degeneration 916 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Organ Dysfunction,Uncommon,Specialist Referral
Progressive Cardiac Degeneration 917,Progressive Cardiac Degeneration 917 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Secondary Infection,Rare,Medication
Congenital Cardiac Degeneration 918,Congenital Cardiac Degeneration 918 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Common,Lifestyle
Inflammatory Cardiac Degeneration 919,Inflammatory Cardiac Degeneration 919 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Uncommon,Diagnostics
Metabolic Cardiac Degeneration 920,Metabolic Cardiac Degeneration 920 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Neurological Complications,Rare,Specialist Referral
Acute Neurological Degeneration 921,Acute Neurological Degeneration 921 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Common,Medication
Chronic Neurological Degeneration 922,Chronic Neurological Degeneration 922 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Uncommon,Lifestyle
Autoimmune Neurological Degeneration 923,Autoimmune Neurological Degeneration 923 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Rare,Diagnostics
Idiopathic Neurological Degeneration 924,Idiopathic Neurological Degeneration 924 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Common,Specialist Referral
Primary Neurological Degeneration 925,Primary Neurological Degeneration 925 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Neurological Complications,Uncommon,Medication
Secondary Neurological Degeneration 926,Secondary Neurological Degeneration 926 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Rare,Lifestyle
Progressive Neurological Degeneration 927,Progressive Neurological Degeneration 927 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Common,Diagnostics
Congenital Neurological Degeneration 928,Congenital Neurological Degeneration 928 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Inflammation Complications,Uncommon,Specialist Referral
Inflammatory Neurological Degeneration 929,Inflammatory Neurological Degeneration 929 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Rare,Medication
Metabolic Neurological Degeneration 930,Metabolic Neurological Degeneration 930 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Common,Lifestyle
Acute Renal Degeneration 931,Acute Renal Degeneration 931 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Uncommon,Diagnostics
Chronic Renal Degeneration 932,Chronic Renal Degeneration 932 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Secondary Infection,Rare,Specialist Referral
Autoimmune Renal Degeneration 933,Autoimmune Renal Degeneration 933 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Inflammation Complications,Common,Medication
Idiopathic Renal Degeneration 934,Idiopathic Renal Degeneration 934 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Uncommon,Lifestyle
Primary Renal Degeneration 935,Primary Renal Degeneration 935 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Rare,Diagnostics
Secondary Renal Degeneration 936,Secondary Renal Degeneration 936 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Organ Dysfunction,Common,Specialist Referral
Progressive Renal Degeneration 937,Progressive Renal Degeneration 937 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Secondary Infection,Uncommon,Medication
Congenital Renal Degeneration 938,Congenital Renal Degeneration 938 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Rare,Lifestyle
Inflammatory Renal Degeneration 939,Inflammatory Renal Degeneration 939 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Common,Diagnostics
Metabolic Renal Degeneration 940,Metabolic Renal Degeneration 940 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Neurological Complications,Uncommon,Specialist Referral
Acute Hepatic Degeneration 941,Acute Hepatic Degeneration 941 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Rare,Medication
Chronic Hepatic Degeneration 942,Chronic Hepatic Degeneration 942 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Common,Lifestyle
Autoimmune Hepatic Degeneration 943,Autoimmune Hepatic Degeneration 943 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Uncommon,Diagnostics
Idiopathic Hepatic Degeneration 944,Idiopathic Hepatic Degeneration 944 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Rare,Specialist Referral
Primary Hepatic Degeneration 945,Primary Hepatic Degeneration 945 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Neurological Complications,Common,Medication
Secondary Hepatic Degeneration 946,Secondary Hepatic Degeneration 946 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Uncommon,Lifestyle
Progressive Hepatic Degeneration 947,Progressive Hepatic Degeneration 947 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Rare,Diagnostics
Congenital Hepatic Degeneration 948,Congenital Hepatic Degeneration 948 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Inflammation Complications,Common,Specialist Referral
Inflammatory Hepatic Degeneration 949,Inflammatory Hepatic Degeneration 949 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Uncommon,Medication
Metabolic Hepatic Degeneration 950,Metabolic Hepatic Degeneration 950 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Rare,Lifestyle
Acute Endocrine Degeneration 951,Acute Endocrine Degeneration 951 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Common,Diagnostics
Chronic Endocrine Degeneration 952,Chronic Endocrine Degeneration 952 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Secondary Infection,Uncommon,Specialist Referral
Autoimmune Endocrine Degeneration 953,Autoimmune Endocrine Degeneration 953 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Inflammation Complications,Rare,Medication
Idiopathic Endocrine Degeneration 954,Idiopathic Endocrine Degeneration 954 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Common,Lifestyle
Primary Endocrine Degeneration 955,Primary Endocrine Degeneration 955 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Uncommon,Diagnostics
Secondary Endocrine Degeneration 956,Secondary Endocrine Degeneration 956 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Organ Dysfunction,Rare,Specialist Referral
Progressive Endocrine Degeneration 957,Progressive Endocrine Degeneration 957 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Secondary Infection,Common,Medication
Congenital Endocrine Degeneration 958,Congenital Endocrine Degeneration 958 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Uncommon,Lifestyle
Inflammatory Endocrine Degeneration 959,Inflammatory Endocrine Degeneration 959 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Rare,Diagnostics
Metabolic Endocrine Degeneration 960,Metabolic Endocrine Degeneration 960 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Neurological Complications,Common,Specialist Referral
Acute Gastro Degeneration 961,Acute Gastro Degeneration 961 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Uncommon,Medication
Chronic Gastro Degeneration 962,Chronic Gastro Degeneration 962 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Rare,Lifestyle
Autoimmune Gastro Degeneration 963,Autoimmune Gastro Degeneration 963 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Common,Diagnostics
Idiopathic Gastro Degeneration 964,Idiopathic Gastro Degeneration 964 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Uncommon,Specialist Referral
