disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Acute Renal Disease 231,Acute Renal Disease 231 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,0,0
Chronic Renal Disease 232,Chronic Renal Disease 232 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,2,3
Autoimmune Renal Disease 233,Autoimmune Renal Disease 233 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,1,2
Idiopathic Renal Disease 234,Idiopathic Renal Disease 234 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,0,1
Primary Renal Disease 235,Primary Renal Disease 235 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,2,0
Secondary Renal Disease 236,Secondary Renal Disease 236 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,1,3
Progressive Renal Disease 237,Progressive Renal Disease 237 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,0,2
Congenital Renal Disease 238,Congenital Renal Disease 238 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,2,1
Inflammatory Renal Disease 239,Inflammatory Renal Disease 239 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,1,0
Metabolic Renal Disease 240,Metabolic Renal Disease 240 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,0,3
Acute Hepatic Disease 241,Acute Hepatic Disease 241 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,2,2
Chronic Hepatic Disease 242,Chronic Hepatic Disease 242 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,1,1
Autoimmune Hepatic Disease 243,Autoimmune Hepatic Disease 243 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,0,0
Idiopathic Hepatic Disease 244,Idiopathic Hepatic Disease 244 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,2,3
Primary Hepatic Disease 245,Primary Hepatic Disease 245 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,1,2
Secondary Hepatic Disease 246,Secondary Hepatic Disease 246 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,0,1
Progressive Hepatic Disease 247,Progressive Hepatic Disease 247 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,2,0
Congenital Hepatic Disease 248,Congenital Hepatic Disease 248 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,1,3
Inflammatory Hepatic Disease 249,Inflammatory Hepatic Disease 249 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,0,2
Metabolic Hepatic Disease 250,Metabolic Hepatic Disease 250 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,2,1
Acute Endocrine Disease 251,Acute Endocrine Disease 251 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,1,0
Chronic Endocrine Disease 252,Chronic Endocrine Disease 252 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,0,3
Autoimmune Endocrine Disease 253,Autoimmune Endocrine Disease 253 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,2,2
Idiopathic Endocrine Disease 254,Idiopathic Endocrine Disease 254 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,1,1
Primary Endocrine Disease 255,Primary Endocrine Disease 255 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,0,0
Secondary Endocrine Disease 256,Secondary Endocrine Disease 256 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,2,3
Progressive Endocrine Disease 257,Progressive Endocrine Disease 257 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,1,2
Congenital Endocrine Disease 258,Congenital Endocrine Disease 258 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,0,1
Inflammatory Endocrine Disease 259,Inflammatory Endocrine Disease 259 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,2,0
Metabolic Endocrine Disease 260,Metabolic Endocrine Disease 260 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,1,3
Acute Gastro Disease 261,Acute Gastro Disease 261 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,0,2
Chronic Gastro Disease 262,Chronic Gastro Disease 262 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,2,1
Autoimmune Gastro Disease 263,Autoimmune Gastro Disease 263 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,1,0
Idiopathic Gastro Disease 264,Idiopathic Gastro Disease 264 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,0,3
Primary Gastro Disease 265,Primary Gastro Disease 265 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,2,2
Secondary Gastro Disease 266,Secondary Gastro Disease 266 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,1,1
Progressive Gastro Disease 267,Progressive Gastro Disease 267 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,0,0
Congenital Gastro Disease 268,Congenital Gastro Disease 268 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,2,3
Inflammatory Gastro Disease 269,Inflammatory Gastro Disease 269 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,1,2
Metabolic Gastro Disease 270,Metabolic Gastro Disease 270 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,0,1
Acute Dermatologic Disease 271,Acute Dermatologic Disease 271 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,2,0
Chronic Dermatologic Disease 272,Chronic Dermatologic Disease 272 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,1,3
Autoimmune Dermatologic Disease 273,Autoimmune Dermatologic Disease 273 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,0,2
Idiopathic Dermatologic Disease 274,Idiopathic Dermatologic Disease 274 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,2,1
Primary Dermatologic Disease 275,Primary Dermatologic Disease 275 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,1,0
Secondary Dermatologic Disease 276,Secondary Dermatologic Disease 276 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,0,3
Progressive Dermatologic Disease 277,Progressive Dermatologic Disease 277 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,2,2
Congenital Dermatologic Disease 278,Congenital Dermatologic Disease 278 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,1,1
Inflammatory Dermatologic Disease 279,Inflammatory Dermatologic Disease 279 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,0,0
Metabolic Dermatologic Disease 280,Metabolic Dermatologic Disease 280 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,2,3
Acute Hematologic Disease 281,Acute Hematologic Disease 281 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,1,2
Chronic Hematologic Disease 282,Chronic Hematologic Disease 282 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,0,1
Autoimmune Hematologic Disease 283,Autoimmune Hematologic Disease 283 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,2,0
Idiopathic Hematologic Disease 284,Idiopathic Hematologic Disease 284 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,1,3
Primary Hematologic Disease 285,Primary Hematologic Disease 285 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,0,2
Secondary Hematologic Disease 286,Secondary Hematologic Disease 286 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,2,1
Progressive Hematologic Disease 287,Progressive Hematologic Disease 287 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,1,0
Congenital Hematologic Disease 288,Congenital Hematologic Disease 288 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,0,3
Inflammatory Hematologic Disease 289,Inflammatory Hematologic Disease 289 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,2,2
Metabolic Hematologic Disease 290,Metabolic Hematologic Disease 290 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,1,1
Acute Musculoskeletal Disease 291,Acute Musculoskeletal Disease 291 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,0,0
Chronic Musculoskeletal Disease 292,Chronic Musculoskeletal Disease 292 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,2,3
Autoimmune Musculoskeletal Disease 293,Autoimmune Musculoskeletal Disease 293 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,1,2
Idiopathic Musculoskeletal Disease 294,Idiopathic Musculoskeletal Disease 294 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,0,1
Primary Musculoskeletal Disease 295,Primary Musculoskeletal Disease 295 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,2,0
Secondary Musculoskeletal Disease 296,Secondary Musculoskeletal Disease 296 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,1,3
Progressive Musculoskeletal Disease 297,Progressive Musculoskeletal Disease 297 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,0,2
Congenital Musculoskeletal Disease 298,Congenital Musculoskeletal Disease 298 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,2,1
Inflammatory Musculoskeletal Disease 299,Inflammatory Musculoskeletal Disease 299 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,1,0
Metabolic Musculoskeletal Disease 300,Metabolic Musculoskeletal Disease 300 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,0,3
Acute Respiratory Condition 301,Acute Respiratory Condition 301 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,2,2
Chronic Respiratory Condition 302,Chronic Respiratory Condition 302 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,1,1
Autoimmune Respiratory Condition 303,Autoimmune Respiratory Condition 303 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,0,0
Idiopathic Respiratory Condition 304,Idiopathic Respiratory Condition 304 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,2,3
Primary Respiratory Condition 305,Primary Respiratory Condition 305 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,1,2
Secondary Respiratory Condition 306,Secondary Respiratory Condition 306 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,0,1
Progressive Respiratory Condition 307,Progressive Respiratory Condition 307 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,2,0
Congenital Respiratory Condition 308,Congenital Respiratory Condition 308 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,1,3
Inflammatory Respiratory Condition 309,Inflammatory Respiratory Condition 309 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,0,2
Metabolic Respiratory Condition 310,Metabolic Respiratory Condition 310 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,2,1
Acute Cardiac Condition 311,Acute Cardiac Condition 311 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,1,0
Chronic Cardiac Condition 312,Chronic Cardiac Condition 312 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,0,3
Autoimmune Cardiac Condition 313,Autoimmune Cardiac Condition 313 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,2,2
Idiopathic Cardiac Condition 314,Idiopathic Cardiac Condition 314 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,1,1
Primary Cardiac Condition 315,Primary Cardiac Condition 315 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,0,0
Secondary Cardiac Condition 316,Secondary Cardiac Condition 316 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,2,3
Progressive Cardiac Condition 317,Progressive Cardiac Condition 317 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,1,2
Congenital Cardiac Condition 318,Congenital Cardiac Condition 318 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,0,1
Inflammatory Cardiac Condition 319,Inflammatory Cardiac Condition 319 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,2,0
Metabolic Cardiac Condition 320,Metabolic Cardiac Condition 320 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,1,3
Acute Neurological Condition 321,Acute Neurological Condition 321 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,0,2
Chronic Neurological Condition 322,Chronic Neurological Condition 322 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,2,1
Autoimmune Neurological Condition 323,Autoimmune Neurological Condition 323 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,1,0
Idiopathic Neurological Condition 324,Idiopathic Neurological Condition 324 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,0,3
Primary Neurological Condition 325,Primary Neurological Condition 325 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,2,2
Secondary Neurological Condition 326,Secondary Neurological Condition 326 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,1,1
Progressive Neurological Condition 327,Progressive Neurological Condition 327 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,0,0
Congenital Neurological Condition 328,Congenital Neurological Condition 328 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,2,3
Inflammatory Neurological Condition 329,Inflammatory Neurological Condition 329 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,1,2
Metabolic Neurological Condition 330,Metabolic Neurological Condition 330 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,0,1
Acute Renal Condition 331,Acute Renal Condition 331 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,2,0
Chronic Renal Condition 332,Chronic Renal Condition 332 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,1,3
Autoimmune Renal Condition 333,Autoimmune Renal Condition 333 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,0,2
Idiopathic Renal Condition 334,Idiopathic Renal Condition 334 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,2,1
Primary Renal Condition 335,Primary Renal Condition 335 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,1,0
Secondary Renal Condition 336,Secondary Renal Condition 336 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,0,3
Progressive Renal Condition 337,Progressive Renal Condition 337 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,2,2
Congenital Renal Condition 338,Congenital Renal Condition 338 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,1,1
Inflammatory Renal Condition 339,Inflammatory Renal Condition 339 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,0,0
Metabolic Renal Condition 340,Metabolic Renal Condition 340 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,2,3
Acute Hepatic Condition 341,Acute Hepatic Condition 341 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,1,2
Chronic Hepatic Condition 342,Chronic Hepatic Condition 342 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,0,1
Autoimmune Hepatic Condition 343,Autoimmune Hepatic Condition 343 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,2,0
Idiopathic Hepatic Condition 344,Idiopathic Hepatic Condition 344 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,1,3
Primary Hepatic Condition 345,Primary Hepatic Condition 345 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,0,2
Secondary Hepatic Condition 346,Secondary Hepatic Condition 346 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,2,1
Progressive Hepatic Condition 347,Progressive Hepatic Condition 347 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,1,0
Congenital Hepatic Condition 348,Congenital Hepatic Condition 348 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,0,3
Inflammatory Hepatic Condition 349,Inflammatory Hepatic Condition 349 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,2,2
Metabolic Hepatic Condition 350,Metabolic Hepatic Condition 350 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,1,1
Acute Endocrine Condition 351,Acute Endocrine Condition 351 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,0,0
Chronic Endocrine Condition 352,Chronic Endocrine Condition 352 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,2,3
Autoimmune Endocrine Condition 353,Autoimmune Endocrine Condition 353 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,1,2
Idiopathic Endocrine Condition 354,Idiopathic Endocrine Condition 354 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,0,1
Primary Endocrine Condition 355,Primary Endocrine Condition 355 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,2,0
Secondary Endocrine Condition 356,Secondary Endocrine Condition 356 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,1,3
Progressive Endocrine Condition 357,Progressive Endocrine Condition 357 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,0,2
Congenital Endocrine Condition 358,Congenital Endocrine Condition 358 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,2,1
Inflammatory Endocrine Condition 359,Inflammatory Endocrine Condition 359 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,1,0
Metabolic Endocrine Condition 360,Metabolic Endocrine Condition 360 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,0,3
Acute Gastro Condition 361,Acute Gastro Condition 361 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,2,2
Chronic Gastro Condition 362,Chronic Gastro Condition 362 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,1,1
Autoimmune Gastro Condition 363,Autoimmune Gastro Condition 363 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,0,0
Idiopathic Gastro Condition 364,Idiopathic Gastro Condition 364 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,2,3
Primary Gastro Condition 365,Primary Gastro Condition 365 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,1,2
Secondary Gastro Condition 366,Secondary Gastro Condition 366 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,0,1
Progressive Gastro Condition 367,Progressive Gastro Condition 367 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,2,0
Congenital Gastro Condition 368,Congenital Gastro Condition 368 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,1,3
Inflammatory Gastro Condition 369,Inflammatory Gastro Condition 369 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,0,2
Metabolic Gastro Condition 370,Metabolic Gastro Condition 370 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,2,1
Acute Dermatologic Condition 371,Acute Dermatologic Condition 371 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,1,0
Chronic Dermatologic Condition 372,Chronic Dermatologic Condition 372 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,0,3
Autoimmune Dermatologic Condition 373,Autoimmune Dermatologic Condition 373 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,2,2
