disease,category,severity,text_chunk,chunk_length
Congenital Respiratory Neuropathy 708,Endocrine,Critical,"Disease: Congenital Respiratory Neuropathy 708
Description: Congenital Respiratory Neuropathy 708 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Clinical Management: ",369
Inflammatory Respiratory Neuropathy 709,Respiratory,Low,"Disease: Inflammatory Respiratory Neuropathy 709
Description: Inflammatory Respiratory Neuropathy 709 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Clinical Management: ",366
Metabolic Respiratory Neuropathy 710,GI,Moderate,"Disease: Metabolic Respiratory Neuropathy 710
Description: Metabolic Respiratory Neuropathy 710 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Clinical Management: ",367
Acute Cardiac Neuropathy 711,Renal,High,"Disease: Acute Cardiac Neuropathy 711
Description: Acute Cardiac Neuropathy 711 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Clinical Management: ",351
Chronic Cardiac Neuropathy 712,Autoimmune,Critical,"Disease: Chronic Cardiac Neuropathy 712
Description: Chronic Cardiac Neuropathy 712 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Clinical Management: ",353
Autoimmune Cardiac Neuropathy 713,Infectious,Low,"Disease: Autoimmune Cardiac Neuropathy 713
Description: Autoimmune Cardiac Neuropathy 713 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Clinical Management: ",355
Idiopathic Cardiac Neuropathy 714,Cardiovascular,Moderate,"Disease: Idiopathic Cardiac Neuropathy 714
Description: Idiopathic Cardiac Neuropathy 714 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Clinical Management: ",368
Primary Cardiac Neuropathy 715,Neurology,High,"Disease: Primary Cardiac Neuropathy 715
Description: Primary Cardiac Neuropathy 715 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Clinical Management: ",366
Secondary Cardiac Neuropathy 716,Endocrine,Critical,"Disease: Secondary Cardiac Neuropathy 716
Description: Secondary Cardiac Neuropathy 716 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Clinical Management: ",350
Progressive Cardiac Neuropathy 717,Respiratory,Low,"Disease: Progressive Cardiac Neuropathy 717
Description: Progressive Cardiac Neuropathy 717 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Clinical Management: ",356
Congenital Cardiac Neuropathy 718,GI,Moderate,"Disease: Congenital Cardiac Neuropathy 718
Description: Congenital Cardiac Neuropathy 718 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Clinical Management: ",361
Inflammatory Cardiac Neuropathy 719,Renal,High,"Disease: Inflammatory Cardiac Neuropathy 719
Description: Inflammatory Cardiac Neuropathy 719 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Clinical Management: ",367
Metabolic Cardiac Neuropathy 720,Autoimmune,Critical,"Disease: Metabolic Cardiac Neuropathy 720
Description: Metabolic Cardiac Neuropathy 720 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Clinical Management: ",364
Acute Neurological Neuropathy 721,Infectious,Low,"Disease: Acute Neurological Neuropathy 721
Description: Acute Neurological Neuropathy 721 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Clinical Management: ",346
Chronic Neurological Neuropathy 722,Cardiovascular,Moderate,"Disease: Chronic Neurological Neuropathy 722
Description: Chronic Neurological Neuropathy 722 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Clinical Management: ",372
Autoimmune Neurological Neuropathy 723,Neurology,High,"Disease: Autoimmune Neurological Neuropathy 723
Description: Autoimmune Neurological Neuropathy 723 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Clinical Management: ",382
Idiopathic Neurological Neuropathy 724,Endocrine,Critical,"Disease: Idiopathic Neurological Neuropathy 724
Description: Idiopathic Neurological Neuropathy 724 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Clinical Management: ",364
Primary Neurological Neuropathy 725,Respiratory,Low,"Disease: Primary Neurological Neuropathy 725
Description: Primary Neurological Neuropathy 725 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Clinical Management: ",365
Secondary Neurological Neuropathy 726,GI,Moderate,"Disease: Secondary Neurological Neuropathy 726
Description: Secondary Neurological Neuropathy 726 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Clinical Management: ",360
Progressive Neurological Neuropathy 727,Renal,High,"Disease: Progressive Neurological Neuropathy 727
Description: Progressive Neurological Neuropathy 727 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Clinical Management: ",375
Congenital Neurological Neuropathy 728,Autoimmune,Critical,"Disease: Congenital Neurological Neuropathy 728
Description: Congenital Neurological Neuropathy 728 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Clinical Management: ",376
Inflammatory Neurological Neuropathy 729,Infectious,Low,"Disease: Inflammatory Neurological Neuropathy 729
Description: Inflammatory Neurological Neuropathy 729 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Clinical Management: ",362
Metabolic Neurological Neuropathy 730,Cardiovascular,Moderate,"Disease: Metabolic Neurological Neuropathy 730
Description: Metabolic Neurological Neuropathy 730 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Clinical Management: ",383
Acute Renal Neuropathy 731,Neurology,High,"Disease: Acute Renal Neuropathy 731
Description: Acute Renal Neuropathy 731 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Clinical Management: ",349
Chronic Renal Neuropathy 732,Endocrine,Critical,"Disease: Chronic Renal Neuropathy 732
Description: Chronic Renal Neuropathy 732 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Clinical Management: ",344
Autoimmune Renal Neuropathy 733,Respiratory,Low,"Disease: Autoimmune Renal Neuropathy 733
Description: Autoimmune Renal Neuropathy 733 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Clinical Management: ",357
Idiopathic Renal Neuropathy 734,GI,Moderate,"Disease: Idiopathic Renal Neuropathy 734
Description: Idiopathic Renal Neuropathy 734 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Clinical Management: ",350
Primary Renal Neuropathy 735,Renal,High,"Disease: Primary Renal Neuropathy 735
Description: Primary Renal Neuropathy 735 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Clinical Management: ",360
Secondary Renal Neuropathy 736,Autoimmune,Critical,"Disease: Secondary Renal Neuropathy 736
Description: Secondary Renal Neuropathy 736 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Clinical Management: ",351
Progressive Renal Neuropathy 737,Infectious,Low,"Disease: Progressive Renal Neuropathy 737
Description: Progressive Renal Neuropathy 737 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Clinical Management: ",346
Congenital Renal Neuropathy 738,Cardiovascular,Moderate,"Disease: Congenital Renal Neuropathy 738
Description: Congenital Renal Neuropathy 738 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Clinical Management: ",371
Inflammatory Renal Neuropathy 739,Neurology,High,"Disease: Inflammatory Renal Neuropathy 739
Description: Inflammatory Renal Neuropathy 739 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Clinical Management: ",365
Metabolic Renal Neuropathy 740,Endocrine,Critical,"Disease: Metabolic Renal Neuropathy 740
Description: Metabolic Renal Neuropathy 740 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Clinical Management: ",355
Acute Hepatic Neuropathy 741,Respiratory,Low,"Disease: Acute Hepatic Neuropathy 741
Description: Acute Hepatic Neuropathy 741 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Clinical Management: ",342
Chronic Hepatic Neuropathy 742,GI,Moderate,"Disease: Chronic Hepatic Neuropathy 742
Description: Chronic Hepatic Neuropathy 742 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Clinical Management: ",348
Autoimmune Hepatic Neuropathy 743,Renal,High,"Disease: Autoimmune Hepatic Neuropathy 743
Description: Autoimmune Hepatic Neuropathy 743 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Clinical Management: ",370
Idiopathic Hepatic Neuropathy 744,Autoimmune,Critical,"Disease: Idiopathic Hepatic Neuropathy 744
Description: Idiopathic Hepatic Neuropathy 744 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Clinical Management: ",359
Primary Hepatic Neuropathy 745,Infectious,Low,"Disease: Primary Hepatic Neuropathy 745
Description: Primary Hepatic Neuropathy 745 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Clinical Management: ",349
Secondary Hepatic Neuropathy 746,Cardiovascular,Moderate,"Disease: Secondary Hepatic Neuropathy 746
Description: Secondary Hepatic Neuropathy 746 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Clinical Management: ",364
Progressive Hepatic Neuropathy 747,Neurology,High,"Disease: Progressive Hepatic Neuropathy 747
Description: Progressive Hepatic Neuropathy 747 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Clinical Management: ",367
Congenital Hepatic Neuropathy 748,Endocrine,Critical,"Disease: Congenital Hepatic Neuropathy 748
Description: Congenital Hepatic Neuropathy 748 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Clinical Management: ",361
Inflammatory Hepatic Neuropathy 749,Respiratory,Low,"Disease: Inflammatory Hepatic Neuropathy 749
Description: Inflammatory Hepatic Neuropathy 749 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Clinical Management: ",358
Metabolic Hepatic Neuropathy 750,GI,Moderate,"Disease: Metabolic Hepatic Neuropathy 750
Description: Metabolic Hepatic Neuropathy 750 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Clinical Management: ",359
Acute Endocrine Neuropathy 751,Renal,High,"Disease: Acute Endocrine Neuropathy 751
Description: Acute Endocrine Neuropathy 751 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Clinical Management: ",355
Chronic Endocrine Neuropathy 752,Autoimmune,Critical,"Disease: Chronic Endocrine Neuropathy 752
Description: Chronic Endocrine Neuropathy 752 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Clinical Management: ",357
Autoimmune Endocrine Neuropathy 753,Infectious,Low,"Disease: Autoimmune Endocrine Neuropathy 753
Description: Autoimmune Endocrine Neuropathy 753 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Clinical Management: ",359
Idiopathic Endocrine Neuropathy 754,Cardiovascular,Moderate,"Disease: Idiopathic Endocrine Neuropathy 754
Description: Idiopathic Endocrine Neuropathy 754 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Clinical Management: ",372
Primary Endocrine Neuropathy 755,Neurology,High,"Disease: Primary Endocrine Neuropathy 755
Description: Primary Endocrine Neuropathy 755 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Clinical Management: ",370
Secondary Endocrine Neuropathy 756,Endocrine,Critical,"Disease: Secondary Endocrine Neuropathy 756
Description: Secondary Endocrine Neuropathy 756 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Clinical Management: ",354
Progressive Endocrine Neuropathy 757,Respiratory,Low,"Disease: Progressive Endocrine Neuropathy 757
Description: Progressive Endocrine Neuropathy 757 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Clinical Management: ",360
Congenital Endocrine Neuropathy 758,GI,Moderate,"Disease: Congenital Endocrine Neuropathy 758
Description: Congenital Endocrine Neuropathy 758 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Clinical Management: ",365
Inflammatory Endocrine Neuropathy 759,Renal,High,"Disease: Inflammatory Endocrine Neuropathy 759
Description: Inflammatory Endocrine Neuropathy 759 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Clinical Management: ",371
Metabolic Endocrine Neuropathy 760,Autoimmune,Critical,"Disease: Metabolic Endocrine Neuropathy 760
Description: Metabolic Endocrine Neuropathy 760 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Clinical Management: ",368
Acute Gastro Neuropathy 761,Infectious,Low,"Disease: Acute Gastro Neuropathy 761
Description: Acute Gastro Neuropathy 761 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Clinical Management: ",334
Chronic Gastro Neuropathy 762,Cardiovascular,Moderate,"Disease: Chronic Gastro Neuropathy 762
Description: Chronic Gastro Neuropathy 762 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Clinical Management: ",360
Autoimmune Gastro Neuropathy 763,Neurology,High,"Disease: Autoimmune Gastro Neuropathy 763
Description: Autoimmune Gastro Neuropathy 763 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Clinical Management: ",370
Idiopathic Gastro Neuropathy 764,Endocrine,Critical,"Disease: Idiopathic Gastro Neuropathy 764
Description: Idiopathic Gastro Neuropathy 764 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Clinical Management: ",352
Primary Gastro Neuropathy 765,Respiratory,Low,"Disease: Primary Gastro Neuropathy 765
Description: Primary Gastro Neuropathy 765 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Clinical Management: ",353
Secondary Gastro Neuropathy 766,GI,Moderate,"Disease: Secondary Gastro Neuropathy 766
Description: Secondary Gastro Neuropathy 766 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Clinical Management: ",348
Progressive Gastro Neuropathy 767,Renal,High,"Disease: Progressive Gastro Neuropathy 767
Description: Progressive Gastro Neuropathy 767 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Clinical Management: ",363
Congenital Gastro Neuropathy 768,Autoimmune,Critical,"Disease: Congenital Gastro Neuropathy 768
Description: Congenital Gastro Neuropathy 768 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Clinical Management: ",364
Inflammatory Gastro Neuropathy 769,Infectious,Low,"Disease: Inflammatory Gastro Neuropathy 769
Description: Inflammatory Gastro Neuropathy 769 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Clinical Management: ",350
Metabolic Gastro Neuropathy 770,Cardiovascular,Moderate,"Disease: Metabolic Gastro Neuropathy 770
Description: Metabolic Gastro Neuropathy 770 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Clinical Management: ",371
Acute Dermatologic Neuropathy 771,Neurology,High,"Disease: Acute Dermatologic Neuropathy 771
Description: Acute Dermatologic Neuropathy 771 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Clinical Management: ",363
Chronic Dermatologic Neuropathy 772,Endocrine,Critical,"Disease: Chronic Dermatologic Neuropathy 772
Description: Chronic Dermatologic Neuropathy 772 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Secondary infection
Clinical Management: ",358
Autoimmune Dermatologic Neuropathy 773,Respiratory,Low,"Disease: Autoimmune Dermatologic Neuropathy 773
Description: Autoimmune Dermatologic Neuropathy 773 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Inflammation complications
Clinical Management: ",371
Idiopathic Dermatologic Neuropathy 774,GI,Moderate,"Disease: Idiopathic Dermatologic Neuropathy 774
Description: Idiopathic Dermatologic Neuropathy 774 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Metabolic imbalance
Clinical Management: ",364
Primary Dermatologic Neuropathy 775,Renal,High,"Disease: Primary Dermatologic Neuropathy 775
Description: Primary Dermatologic Neuropathy 775 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Neurological complications
Clinical Management: ",374
Secondary Dermatologic Neuropathy 776,Autoimmune,Critical,"Disease: Secondary Dermatologic Neuropathy 776
Description: Secondary Dermatologic Neuropathy 776 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Organ dysfunction
Clinical Management: ",365
Progressive Dermatologic Neuropathy 777,Infectious,Low,"Disease: Progressive Dermatologic Neuropathy 777
Description: Progressive Dermatologic Neuropathy 777 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Secondary infection
Clinical Management: ",360
Congenital Dermatologic Neuropathy 778,Cardiovascular,Moderate,"Disease: Congenital Dermatologic Neuropathy 778
Description: Congenital Dermatologic Neuropathy 778 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Inflammation complications
Clinical Management: ",385
Inflammatory Dermatologic Neuropathy 779,Neurology,High,"Disease: Inflammatory Dermatologic Neuropathy 779
Description: Inflammatory Dermatologic Neuropathy 779 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Metabolic imbalance
Clinical Management: ",379
Metabolic Dermatologic Neuropathy 780,Endocrine,Critical,"Disease: Metabolic Dermatologic Neuropathy 780
Description: Metabolic Dermatologic Neuropathy 780 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Neurological complications
Clinical Management: ",369
Acute Hematologic Neuropathy 781,Respiratory,Low,"Disease: Acute Hematologic Neuropathy 781
Description: Acute Hematologic Neuropathy 781 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Organ dysfunction
Clinical Management: ",350
Chronic Hematologic Neuropathy 782,GI,Moderate,"Disease: Chronic Hematologic Neuropathy 782
Description: Chronic Hematologic Neuropathy 782 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Secondary infection
Clinical Management: ",356
Autoimmune Hematologic Neuropathy 783,Renal,High,"Disease: Autoimmune Hematologic Neuropathy 783
Description: Autoimmune Hematologic Neuropathy 783 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Inflammation complications
Clinical Management: ",378
Idiopathic Hematologic Neuropathy 784,Autoimmune,Critical,"Disease: Idiopathic Hematologic Neuropathy 784
Description: Idiopathic Hematologic Neuropathy 784 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Metabolic imbalance
Clinical Management: ",367
Primary Hematologic Neuropathy 785,Infectious,Low,"Disease: Primary Hematologic Neuropathy 785
Description: Primary Hematologic Neuropathy 785 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Viral
Category: Infectious
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Neurological complications
Clinical Management: ",357
Secondary Hematologic Neuropathy 786,Cardiovascular,Moderate,"Disease: Secondary Hematologic Neuropathy 786
Description: Secondary Hematologic Neuropathy 786 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Organ dysfunction
Clinical Management: ",372
Progressive Hematologic Neuropathy 787,Neurology,High,"Disease: Progressive Hematologic Neuropathy 787
Description: Progressive Hematologic Neuropathy 787 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Genetic
Category: Neurology
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Secondary infection
Clinical Management: ",375
Congenital Hematologic Neuropathy 788,Endocrine,Critical,"Disease: Congenital Hematologic Neuropathy 788
Description: Congenital Hematologic Neuropathy 788 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Disease Progression: Potentially severe if untreated
Common Complications: Inflammation complications
Clinical Management: ",369
Inflammatory Hematologic Neuropathy 789,Respiratory,Low,"Disease: Inflammatory Hematologic Neuropathy 789
Description: Inflammatory Hematologic Neuropathy 789 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Disease Progression: Acute onset may resolve with care
Common Complications: Metabolic imbalance
Clinical Management: ",366
Metabolic Hematologic Neuropathy 790,GI,Moderate,"Disease: Metabolic Hematologic Neuropathy 790
Description: Metabolic Hematologic Neuropathy 790 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Unknown
Category: GI
Severity: Moderate
Disease Progression: Progressive condition needing monitoring
Common Complications: Neurological complications
Clinical Management: ",367
Acute Musculoskeletal Neuropathy 791,Renal,High,"Disease: Acute Musculoskeletal Neuropathy 791
Description: Acute Musculoskeletal Neuropathy 791 affects related physiological systems and may present with characteristic symptom clusters.
Cause: Metabolic
Category: Renal
Severity: High
Disease Progression: Chronic condition requiring long-term management
Common Complications: Organ dysfunction
Clinical Management: ",367
