symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Vomiting,When Did It Start Worsening (Variant 2484)?,7,3,1,7,0
Vomiting,Any Associated Symptoms Present (Variant 2485)?,0,5,2,5,1
Vomiting,Triggered By Activity (Variant 2486)?,9,5,3,3,0
Vomiting,Localized Or Widespread (Variant 2487)?,5,1,1,6,1
Vomiting,Constant Or Intermittent (Variant 2488)?,6,0,2,1,0
Vomiting,Does It Affect Daily Activities (Variant 2489)?,4,5,3,2,1
Vomiting,Any Emergency Warning Signs (Variant 2490)?,2,5,1,4,0
Diarrhea,Since How Many Days (Variant 2491)?,1,3,2,8,1
Diarrhea,"Mild, Moderate Or Severe (Variant 2492)?",8,2,3,0,0
Diarrhea,How Frequently Does It Occur (Variant 2493)?,3,4,1,7,1
Diarrhea,When Did It Start Worsening (Variant 2494)?,7,3,2,5,0
Diarrhea,Any Associated Symptoms Present (Variant 2495)?,0,5,3,3,1
Diarrhea,Triggered By Activity (Variant 2496)?,9,5,1,6,0
Diarrhea,Localized Or Widespread (Variant 2497)?,5,1,2,1,1
Diarrhea,Constant Or Intermittent (Variant 2498)?,6,0,3,2,0
Diarrhea,Does It Affect Daily Activities (Variant 2499)?,4,5,1,4,1
Diarrhea,Any Emergency Warning Signs (Variant 2500)?,2,5,2,8,0
Constipation,Since How Many Days (Variant 2501)?,1,3,3,0,1
Constipation,"Mild, Moderate Or Severe (Variant 2502)?",8,2,1,7,0
Constipation,How Frequently Does It Occur (Variant 2503)?,3,4,2,5,1
Constipation,When Did It Start Worsening (Variant 2504)?,7,3,3,3,0
Constipation,Any Associated Symptoms Present (Variant 2505)?,0,5,1,6,1
Constipation,Triggered By Activity (Variant 2506)?,9,5,2,1,0
Constipation,Localized Or Widespread (Variant 2507)?,5,1,3,2,1
Constipation,Constant Or Intermittent (Variant 2508)?,6,0,1,4,0
Constipation,Does It Affect Daily Activities (Variant 2509)?,4,5,2,8,1
Constipation,Any Emergency Warning Signs (Variant 2510)?,2,5,3,0,0
Abdominal Pain,Since How Many Days (Variant 2511)?,1,3,1,7,1
Abdominal Pain,"Mild, Moderate Or Severe (Variant 2512)?",8,2,2,5,0
Abdominal Pain,How Frequently Does It Occur (Variant 2513)?,3,4,3,3,1
Abdominal Pain,When Did It Start Worsening (Variant 2514)?,7,3,1,6,0
Abdominal Pain,Any Associated Symptoms Present (Variant 2515)?,0,5,2,1,1
Abdominal Pain,Triggered By Activity (Variant 2516)?,9,5,3,2,0
Abdominal Pain,Localized Or Widespread (Variant 2517)?,5,1,1,4,1
Abdominal Pain,Constant Or Intermittent (Variant 2518)?,6,0,2,8,0
Abdominal Pain,Does It Affect Daily Activities (Variant 2519)?,4,5,3,0,1
Abdominal Pain,Any Emergency Warning Signs (Variant 2520)?,2,5,1,7,0
Back Pain,Since How Many Days (Variant 2521)?,1,3,2,5,1
Back Pain,"Mild, Moderate Or Severe (Variant 2522)?",8,2,3,3,0
Back Pain,How Frequently Does It Occur (Variant 2523)?,3,4,1,6,1
Back Pain,When Did It Start Worsening (Variant 2524)?,7,3,2,1,0
Back Pain,Any Associated Symptoms Present (Variant 2525)?,0,5,3,2,1
Back Pain,Triggered By Activity (Variant 2526)?,9,5,1,4,0
Back Pain,Localized Or Widespread (Variant 2527)?,5,1,2,8,1
Back Pain,Constant Or Intermittent (Variant 2528)?,6,0,3,0,0
Back Pain,Does It Affect Daily Activities (Variant 2529)?,4,5,1,7,1
Back Pain,Any Emergency Warning Signs (Variant 2530)?,2,5,2,5,0
Joint Pain,Since How Many Days (Variant 2531)?,1,3,3,3,1
Joint Pain,"Mild, Moderate Or Severe (Variant 2532)?",8,2,1,6,0
Joint Pain,How Frequently Does It Occur (Variant 2533)?,3,4,2,1,1
Joint Pain,When Did It Start Worsening (Variant 2534)?,7,3,3,2,0
Joint Pain,Any Associated Symptoms Present (Variant 2535)?,0,5,1,4,1
Joint Pain,Triggered By Activity (Variant 2536)?,9,5,2,8,0
Joint Pain,Localized Or Widespread (Variant 2537)?,5,1,3,0,1
Joint Pain,Constant Or Intermittent (Variant 2538)?,6,0,1,7,0
Joint Pain,Does It Affect Daily Activities (Variant 2539)?,4,5,2,5,1
Joint Pain,Any Emergency Warning Signs (Variant 2540)?,2,5,3,3,0
Muscle Pain,Since How Many Days (Variant 2541)?,1,3,1,6,1
Muscle Pain,"Mild, Moderate Or Severe (Variant 2542)?",8,2,2,1,0
Muscle Pain,How Frequently Does It Occur (Variant 2543)?,3,4,3,2,1
Muscle Pain,When Did It Start Worsening (Variant 2544)?,7,3,1,4,0
Muscle Pain,Any Associated Symptoms Present (Variant 2545)?,0,5,2,8,1
Muscle Pain,Triggered By Activity (Variant 2546)?,9,5,3,0,0
Muscle Pain,Localized Or Widespread (Variant 2547)?,5,1,1,7,1
Muscle Pain,Constant Or Intermittent (Variant 2548)?,6,0,2,5,0
Muscle Pain,Does It Affect Daily Activities (Variant 2549)?,4,5,3,3,1
Muscle Pain,Any Emergency Warning Signs (Variant 2550)?,2,5,1,6,0
Palpitations,Since How Many Days (Variant 2551)?,1,3,2,1,1
Palpitations,"Mild, Moderate Or Severe (Variant 2552)?",8,2,3,2,0
Palpitations,How Frequently Does It Occur (Variant 2553)?,3,4,1,4,1
Palpitations,When Did It Start Worsening (Variant 2554)?,7,3,2,8,0
Palpitations,Any Associated Symptoms Present (Variant 2555)?,0,5,3,0,1
Palpitations,Triggered By Activity (Variant 2556)?,9,5,1,7,0
Palpitations,Localized Or Widespread (Variant 2557)?,5,1,2,5,1
Palpitations,Constant Or Intermittent (Variant 2558)?,6,0,3,3,0
Palpitations,Does It Affect Daily Activities (Variant 2559)?,4,5,1,6,1
Palpitations,Any Emergency Warning Signs (Variant 2560)?,2,5,2,1,0
Leg Swelling,Since How Many Days (Variant 2561)?,1,3,3,2,1
Leg Swelling,"Mild, Moderate Or Severe (Variant 2562)?",8,2,1,4,0
Leg Swelling,How Frequently Does It Occur (Variant 2563)?,3,4,2,8,1
Leg Swelling,When Did It Start Worsening (Variant 2564)?,7,3,3,0,0
Leg Swelling,Any Associated Symptoms Present (Variant 2565)?,0,5,1,7,1
Leg Swelling,Triggered By Activity (Variant 2566)?,9,5,2,5,0
Leg Swelling,Localized Or Widespread (Variant 2567)?,5,1,3,3,1
Leg Swelling,Constant Or Intermittent (Variant 2568)?,6,0,1,6,0
Leg Swelling,Does It Affect Daily Activities (Variant 2569)?,4,5,2,1,1
Leg Swelling,Any Emergency Warning Signs (Variant 2570)?,2,5,3,2,0
Syncope,Since How Many Days (Variant 2571)?,1,3,1,4,1
Syncope,"Mild, Moderate Or Severe (Variant 2572)?",8,2,2,8,0
Syncope,How Frequently Does It Occur (Variant 2573)?,3,4,3,0,1
Syncope,When Did It Start Worsening (Variant 2574)?,7,3,1,7,0
Syncope,Any Associated Symptoms Present (Variant 2575)?,0,5,2,5,1
Syncope,Triggered By Activity (Variant 2576)?,9,5,3,3,0
Syncope,Localized Or Widespread (Variant 2577)?,5,1,1,6,1
Syncope,Constant Or Intermittent (Variant 2578)?,6,0,2,1,0
Syncope,Does It Affect Daily Activities (Variant 2579)?,4,5,3,2,1
Syncope,Any Emergency Warning Signs (Variant 2580)?,2,5,1,4,0
Wheezing,Since How Many Days (Variant 2581)?,1,3,2,8,1
Wheezing,"Mild, Moderate Or Severe (Variant 2582)?",8,2,3,0,0
Wheezing,How Frequently Does It Occur (Variant 2583)?,3,4,1,7,1
Wheezing,When Did It Start Worsening (Variant 2584)?,7,3,2,5,0
Wheezing,Any Associated Symptoms Present (Variant 2585)?,0,5,3,3,1
Wheezing,Triggered By Activity (Variant 2586)?,9,5,1,6,0
Wheezing,Localized Or Widespread (Variant 2587)?,5,1,2,1,1
Wheezing,Constant Or Intermittent (Variant 2588)?,6,0,3,2,0
Wheezing,Does It Affect Daily Activities (Variant 2589)?,4,5,1,4,1
Wheezing,Any Emergency Warning Signs (Variant 2590)?,2,5,2,8,0
Sore Throat,Since How Many Days (Variant 2591)?,1,3,3,0,1
Sore Throat,"Mild, Moderate Or Severe (Variant 2592)?",8,2,1,7,0
Sore Throat,How Frequently Does It Occur (Variant 2593)?,3,4,2,5,1
Sore Throat,When Did It Start Worsening (Variant 2594)?,7,3,3,3,0
Sore Throat,Any Associated Symptoms Present (Variant 2595)?,0,5,1,6,1
Sore Throat,Triggered By Activity (Variant 2596)?,9,5,2,1,0
Sore Throat,Localized Or Widespread (Variant 2597)?,5,1,3,2,1
Sore Throat,Constant Or Intermittent (Variant 2598)?,6,0,1,4,0
Sore Throat,Does It Affect Daily Activities (Variant 2599)?,4,5,2,8,1
Sore Throat,Any Emergency Warning Signs (Variant 2600)?,2,5,3,0,0
Runny Nose,Since How Many Days (Variant 2601)?,1,3,1,7,1
Runny Nose,"Mild, Moderate Or Severe (Variant 2602)?",8,2,2,5,0
Runny Nose,How Frequently Does It Occur (Variant 2603)?,3,4,3,3,1
Runny Nose,When Did It Start Worsening (Variant 2604)?,7,3,1,6,0
Runny Nose,Any Associated Symptoms Present (Variant 2605)?,0,5,2,1,1
Runny Nose,Triggered By Activity (Variant 2606)?,9,5,3,2,0
Runny Nose,Localized Or Widespread (Variant 2607)?,5,1,1,4,1
Runny Nose,Constant Or Intermittent (Variant 2608)?,6,0,2,8,0
Runny Nose,Does It Affect Daily Activities (Variant 2609)?,4,5,3,0,1
Runny Nose,Any Emergency Warning Signs (Variant 2610)?,2,5,1,7,0
Nasal Congestion,Since How Many Days (Variant 2611)?,1,3,2,5,1
Nasal Congestion,"Mild, Moderate Or Severe (Variant 2612)?",8,2,3,3,0
Nasal Congestion,How Frequently Does It Occur (Variant 2613)?,3,4,1,6,1
Nasal Congestion,When Did It Start Worsening (Variant 2614)?,7,3,2,1,0
Nasal Congestion,Any Associated Symptoms Present (Variant 2615)?,0,5,3,2,1
Nasal Congestion,Triggered By Activity (Variant 2616)?,9,5,1,4,0
Nasal Congestion,Localized Or Widespread (Variant 2617)?,5,1,2,8,1
Nasal Congestion,Constant Or Intermittent (Variant 2618)?,6,0,3,0,0
Nasal Congestion,Does It Affect Daily Activities (Variant 2619)?,4,5,1,7,1
Nasal Congestion,Any Emergency Warning Signs (Variant 2620)?,2,5,2,5,0
Chills,Since How Many Days (Variant 2621)?,1,3,3,3,1
Chills,"Mild, Moderate Or Severe (Variant 2622)?",8,2,1,6,0
Chills,How Frequently Does It Occur (Variant 2623)?,3,4,2,1,1
Chills,When Did It Start Worsening (Variant 2624)?,7,3,3,2,0
Chills,Any Associated Symptoms Present (Variant 2625)?,0,5,1,4,1
Chills,Triggered By Activity (Variant 2626)?,9,5,2,8,0
Chills,Localized Or Widespread (Variant 2627)?,5,1,3,0,1
Chills,Constant Or Intermittent (Variant 2628)?,6,0,1,7,0
Chills,Does It Affect Daily Activities (Variant 2629)?,4,5,2,5,1
Chills,Any Emergency Warning Signs (Variant 2630)?,2,5,3,3,0
Night Sweats,Since How Many Days (Variant 2631)?,1,3,1,6,1
Night Sweats,"Mild, Moderate Or Severe (Variant 2632)?",8,2,2,1,0
Night Sweats,How Frequently Does It Occur (Variant 2633)?,3,4,3,2,1
Night Sweats,When Did It Start Worsening (Variant 2634)?,7,3,1,4,0
Night Sweats,Any Associated Symptoms Present (Variant 2635)?,0,5,2,8,1
Night Sweats,Triggered By Activity (Variant 2636)?,9,5,3,0,0
Night Sweats,Localized Or Widespread (Variant 2637)?,5,1,1,7,1
Night Sweats,Constant Or Intermittent (Variant 2638)?,6,0,2,5,0
Night Sweats,Does It Affect Daily Activities (Variant 2639)?,4,5,3,3,1
Night Sweats,Any Emergency Warning Signs (Variant 2640)?,2,5,1,6,0
Weight Loss,Since How Many Days (Variant 2641)?,1,3,2,1,1
Weight Loss,"Mild, Moderate Or Severe (Variant 2642)?",8,2,3,2,0
Weight Loss,How Frequently Does It Occur (Variant 2643)?,3,4,1,4,1
Weight Loss,When Did It Start Worsening (Variant 2644)?,7,3,2,8,0
Weight Loss,Any Associated Symptoms Present (Variant 2645)?,0,5,3,0,1
Weight Loss,Triggered By Activity (Variant 2646)?,9,5,1,7,0
Weight Loss,Localized Or Widespread (Variant 2647)?,5,1,2,5,1
Weight Loss,Constant Or Intermittent (Variant 2648)?,6,0,3,3,0
Weight Loss,Does It Affect Daily Activities (Variant 2649)?,4,5,1,6,1
Weight Loss,Any Emergency Warning Signs (Variant 2650)?,2,5,2,1,0
Loss Of Appetite,Since How Many Days (Variant 2651)?,1,3,3,2,1
Loss Of Appetite,"Mild, Moderate Or Severe (Variant 2652)?",8,2,1,4,0
Loss Of Appetite,How Frequently Does It Occur (Variant 2653)?,3,4,2,8,1
Loss Of Appetite,When Did It Start Worsening (Variant 2654)?,7,3,3,0,0
Loss Of Appetite,Any Associated Symptoms Present (Variant 2655)?,0,5,1,7,1
Loss Of Appetite,Triggered By Activity (Variant 2656)?,9,5,2,5,0
Loss Of Appetite,Localized Or Widespread (Variant 2657)?,5,1,3,3,1
Loss Of Appetite,Constant Or Intermittent (Variant 2658)?,6,0,1,6,0
Loss Of Appetite,Does It Affect Daily Activities (Variant 2659)?,4,5,2,1,1
Loss Of Appetite,Any Emergency Warning Signs (Variant 2660)?,2,5,3,2,0
Weakness,Since How Many Days (Variant 2661)?,1,3,1,4,1
Weakness,"Mild, Moderate Or Severe (Variant 2662)?",8,2,2,8,0
Weakness,How Frequently Does It Occur (Variant 2663)?,3,4,3,0,1
Weakness,When Did It Start Worsening (Variant 2664)?,7,3,1,7,0
Weakness,Any Associated Symptoms Present (Variant 2665)?,0,5,2,5,1
Weakness,Triggered By Activity (Variant 2666)?,9,5,3,3,0
Weakness,Localized Or Widespread (Variant 2667)?,5,1,1,6,1
Weakness,Constant Or Intermittent (Variant 2668)?,6,0,2,1,0
Weakness,Does It Affect Daily Activities (Variant 2669)?,4,5,3,2,1
Weakness,Any Emergency Warning Signs (Variant 2670)?,2,5,1,4,0
Confusion,Since How Many Days (Variant 2671)?,1,3,2,8,1
Confusion,"Mild, Moderate Or Severe (Variant 2672)?",8,2,3,0,0
Confusion,How Frequently Does It Occur (Variant 2673)?,3,4,1,7,1
Confusion,When Did It Start Worsening (Variant 2674)?,7,3,2,5,0
Confusion,Any Associated Symptoms Present (Variant 2675)?,0,5,3,3,1
Confusion,Triggered By Activity (Variant 2676)?,9,5,1,6,0
Confusion,Localized Or Widespread (Variant 2677)?,5,1,2,1,1
Confusion,Constant Or Intermittent (Variant 2678)?,6,0,3,2,0
Confusion,Does It Affect Daily Activities (Variant 2679)?,4,5,1,4,1
Confusion,Any Emergency Warning Signs (Variant 2680)?,2,5,2,8,0
Memory Loss,Since How Many Days (Variant 2681)?,1,3,3,0,1
Memory Loss,"Mild, Moderate Or Severe (Variant 2682)?",8,2,1,7,0
Memory Loss,How Frequently Does It Occur (Variant 2683)?,3,4,2,5,1
Memory Loss,When Did It Start Worsening (Variant 2684)?,7,3,3,3,0
Memory Loss,Any Associated Symptoms Present (Variant 2685)?,0,5,1,6,1
Memory Loss,Triggered By Activity (Variant 2686)?,9,5,2,1,0
Memory Loss,Localized Or Widespread (Variant 2687)?,5,1,3,2,1
Memory Loss,Constant Or Intermittent (Variant 2688)?,6,0,1,4,0
Memory Loss,Does It Affect Daily Activities (Variant 2689)?,4,5,2,8,1
Memory Loss,Any Emergency Warning Signs (Variant 2690)?,2,5,3,0,0
Seizure,Since How Many Days (Variant 2691)?,1,3,1,7,1
Seizure,"Mild, Moderate Or Severe (Variant 2692)?",8,2,2,5,0
Seizure,How Frequently Does It Occur (Variant 2693)?,3,4,3,3,1
Seizure,When Did It Start Worsening (Variant 2694)?,7,3,1,6,0
Seizure,Any Associated Symptoms Present (Variant 2695)?,0,5,2,1,1
Seizure,Triggered By Activity (Variant 2696)?,9,5,3,2,0
Seizure,Localized Or Widespread (Variant 2697)?,5,1,1,4,1
Seizure,Constant Or Intermittent (Variant 2698)?,6,0,2,8,0
Seizure,Does It Affect Daily Activities (Variant 2699)?,4,5,3,0,1
Seizure,Any Emergency Warning Signs (Variant 2700)?,2,5,1,7,0
Numbness,Since How Many Days (Variant 2701)?,1,3,2,5,1
Numbness,"Mild, Moderate Or Severe (Variant 2702)?",8,2,3,3,0
Numbness,How Frequently Does It Occur (Variant 2703)?,3,4,1,6,1
Numbness,When Did It Start Worsening (Variant 2704)?,7,3,2,1,0
Numbness,Any Associated Symptoms Present (Variant 2705)?,0,5,3,2,1
Numbness,Triggered By Activity (Variant 2706)?,9,5,1,4,0
Numbness,Localized Or Widespread (Variant 2707)?,5,1,2,8,1
Numbness,Constant Or Intermittent (Variant 2708)?,6,0,3,0,0
Numbness,Does It Affect Daily Activities (Variant 2709)?,4,5,1,7,1
Numbness,Any Emergency Warning Signs (Variant 2710)?,2,5,2,5,0
Tingling,Since How Many Days (Variant 2711)?,1,3,3,3,1
Tingling,"Mild, Moderate Or Severe (Variant 2712)?",8,2,1,6,0
Tingling,How Frequently Does It Occur (Variant 2713)?,3,4,2,1,1
Tingling,When Did It Start Worsening (Variant 2714)?,7,3,3,2,0
Tingling,Any Associated Symptoms Present (Variant 2715)?,0,5,1,4,1
Tingling,Triggered By Activity (Variant 2716)?,9,5,2,8,0
Tingling,Localized Or Widespread (Variant 2717)?,5,1,3,0,1
Tingling,Constant Or Intermittent (Variant 2718)?,6,0,1,7,0
Tingling,Does It Affect Daily Activities (Variant 2719)?,4,5,2,5,1
Tingling,Any Emergency Warning Signs (Variant 2720)?,2,5,3,3,0
Tremor,Since How Many Days (Variant 2721)?,1,3,1,6,1
Tremor,"Mild, Moderate Or Severe (Variant 2722)?",8,2,2,1,0
Tremor,How Frequently Does It Occur (Variant 2723)?,3,4,3,2,1
Tremor,When Did It Start Worsening (Variant 2724)?,7,3,1,4,0
Tremor,Any Associated Symptoms Present (Variant 2725)?,0,5,2,8,1
Tremor,Triggered By Activity (Variant 2726)?,9,5,3,0,0
Tremor,Localized Or Widespread (Variant 2727)?,5,1,1,7,1
Tremor,Constant Or Intermittent (Variant 2728)?,6,0,2,5,0
Tremor,Does It Affect Daily Activities (Variant 2729)?,4,5,3,3,1
Tremor,Any Emergency Warning Signs (Variant 2730)?,2,5,1,6,0
Facial Droop,Since How Many Days (Variant 2731)?,1,3,2,1,1
Facial Droop,"Mild, Moderate Or Severe (Variant 2732)?",8,2,3,2,0
Facial Droop,How Frequently Does It Occur (Variant 2733)?,3,4,1,4,1
Facial Droop,When Did It Start Worsening (Variant 2734)?,7,3,2,8,0
Facial Droop,Any Associated Symptoms Present (Variant 2735)?,0,5,3,0,1
Facial Droop,Triggered By Activity (Variant 2736)?,9,5,1,7,0
Facial Droop,Localized Or Widespread (Variant 2737)?,5,1,2,5,1
Facial Droop,Constant Or Intermittent (Variant 2738)?,6,0,3,3,0
Facial Droop,Does It Affect Daily Activities (Variant 2739)?,4,5,1,6,1
Facial Droop,Any Emergency Warning Signs (Variant 2740)?,2,5,2,1,0
Blurred Vision,Since How Many Days (Variant 2741)?,1,3,3,2,1
Blurred Vision,"Mild, Moderate Or Severe (Variant 2742)?",8,2,1,4,0
Blurred Vision,How Frequently Does It Occur (Variant 2743)?,3,4,2,8,1
Blurred Vision,When Did It Start Worsening (Variant 2744)?,7,3,3,0,0
Blurred Vision,Any Associated Symptoms Present (Variant 2745)?,0,5,1,7,1
Blurred Vision,Triggered By Activity (Variant 2746)?,9,5,2,5,0
Blurred Vision,Localized Or Widespread (Variant 2747)?,5,1,3,3,1
Blurred Vision,Constant Or Intermittent (Variant 2748)?,6,0,1,6,0
Blurred Vision,Does It Affect Daily Activities (Variant 2749)?,4,5,2,1,1
Blurred Vision,Any Emergency Warning Signs (Variant 2750)?,2,5,3,2,0
Frequent Urination,Since How Many Days (Variant 2751)?,1,3,1,4,1
Frequent Urination,"Mild, Moderate Or Severe (Variant 2752)?",8,2,2,8,0
Frequent Urination,How Frequently Does It Occur (Variant 2753)?,3,4,3,0,1
Frequent Urination,When Did It Start Worsening (Variant 2754)?,7,3,1,7,0
Frequent Urination,Any Associated Symptoms Present (Variant 2755)?,0,5,2,5,1
Frequent Urination,Triggered By Activity (Variant 2756)?,9,5,3,3,0
Frequent Urination,Localized Or Widespread (Variant 2757)?,5,1,1,6,1
Frequent Urination,Constant Or Intermittent (Variant 2758)?,6,0,2,1,0
Frequent Urination,Does It Affect Daily Activities (Variant 2759)?,4,5,3,2,1
Frequent Urination,Any Emergency Warning Signs (Variant 2760)?,2,5,1,4,0
Excess Thirst,Since How Many Days (Variant 2761)?,1,3,2,8,1
Excess Thirst,"Mild, Moderate Or Severe (Variant 2762)?",8,2,3,0,0
Excess Thirst,How Frequently Does It Occur (Variant 2763)?,3,4,1,7,1
Excess Thirst,When Did It Start Worsening (Variant 2764)?,7,3,2,5,0
Excess Thirst,Any Associated Symptoms Present (Variant 2765)?,0,5,3,3,1
Excess Thirst,Triggered By Activity (Variant 2766)?,9,5,1,6,0
Excess Thirst,Localized Or Widespread (Variant 2767)?,5,1,2,1,1
Excess Thirst,Constant Or Intermittent (Variant 2768)?,6,0,3,2,0
Excess Thirst,Does It Affect Daily Activities (Variant 2769)?,4,5,1,4,1
Excess Thirst,Any Emergency Warning Signs (Variant 2770)?,2,5,2,8,0
Heat Intolerance,Since How Many Days (Variant 2771)?,1,3,3,0,1
Heat Intolerance,"Mild, Moderate Or Severe (Variant 2772)?",8,2,1,7,0
Heat Intolerance,How Frequently Does It Occur (Variant 2773)?,3,4,2,5,1
Heat Intolerance,When Did It Start Worsening (Variant 2774)?,7,3,3,3,0
Heat Intolerance,Any Associated Symptoms Present (Variant 2775)?,0,5,1,6,1
Heat Intolerance,Triggered By Activity (Variant 2776)?,9,5,2,1,0
Heat Intolerance,Localized Or Widespread (Variant 2777)?,5,1,3,2,1
Heat Intolerance,Constant Or Intermittent (Variant 2778)?,6,0,1,4,0
Heat Intolerance,Does It Affect Daily Activities (Variant 2779)?,4,5,2,8,1
Heat Intolerance,Any Emergency Warning Signs (Variant 2780)?,2,5,3,0,0
Cold Intolerance,Since How Many Days (Variant 2781)?,1,3,1,7,1
Cold Intolerance,"Mild, Moderate Or Severe (Variant 2782)?",8,2,2,5,0
Cold Intolerance,How Frequently Does It Occur (Variant 2783)?,3,4,3,3,1
Cold Intolerance,When Did It Start Worsening (Variant 2784)?,7,3,1,6,0
Cold Intolerance,Any Associated Symptoms Present (Variant 2785)?,0,5,2,1,1
Cold Intolerance,Triggered By Activity (Variant 2786)?,9,5,3,2,0
Cold Intolerance,Localized Or Widespread (Variant 2787)?,5,1,1,4,1
Cold Intolerance,Constant Or Intermittent (Variant 2788)?,6,0,2,8,0
Cold Intolerance,Does It Affect Daily Activities (Variant 2789)?,4,5,3,0,1
Cold Intolerance,Any Emergency Warning Signs (Variant 2790)?,2,5,1,7,0
Rash,Since How Many Days (Variant 2791)?,1,3,2,5,1
Rash,"Mild, Moderate Or Severe (Variant 2792)?",8,2,3,3,0
Rash,How Frequently Does It Occur (Variant 2793)?,3,4,1,6,1
Rash,When Did It Start Worsening (Variant 2794)?,7,3,2,1,0
Rash,Any Associated Symptoms Present (Variant 2795)?,0,5,3,2,1
Rash,Triggered By Activity (Variant 2796)?,9,5,1,4,0
Rash,Localized Or Widespread (Variant 2797)?,5,1,2,8,1
Rash,Constant Or Intermittent (Variant 2798)?,6,0,3,0,0
Rash,Does It Affect Daily Activities (Variant 2799)?,4,5,1,7,1
Rash,Any Emergency Warning Signs (Variant 2800)?,2,5,2,5,0
Itching,Since How Many Days (Variant 2801)?,1,3,3,3,1
Itching,"Mild, Moderate Or Severe (Variant 2802)?",8,2,1,6,0
Itching,How Frequently Does It Occur (Variant 2803)?,3,4,2,1,1
Itching,When Did It Start Worsening (Variant 2804)?,7,3,3,2,0
Itching,Any Associated Symptoms Present (Variant 2805)?,0,5,1,4,1
Itching,Triggered By Activity (Variant 2806)?,9,5,2,8,0
Itching,Localized Or Widespread (Variant 2807)?,5,1,3,0,1
Itching,Constant Or Intermittent (Variant 2808)?,6,0,1,7,0
Itching,Does It Affect Daily Activities (Variant 2809)?,4,5,2,5,1
Itching,Any Emergency Warning Signs (Variant 2810)?,2,5,3,3,0
Skin Lesions,Since How Many Days (Variant 2811)?,1,3,1,6,1
Skin Lesions,"Mild, Moderate Or Severe (Variant 2812)?",8,2,2,1,0
Skin Lesions,How Frequently Does It Occur (Variant 2813)?,3,4,3,2,1
Skin Lesions,When Did It Start Worsening (Variant 2814)?,7,3,1,4,0
Skin Lesions,Any Associated Symptoms Present (Variant 2815)?,0,5,2,8,1
Skin Lesions,Triggered By Activity (Variant 2816)?,9,5,3,0,0
Skin Lesions,Localized Or Widespread (Variant 2817)?,5,1,1,7,1
Skin Lesions,Constant Or Intermittent (Variant 2818)?,6,0,2,5,0
Skin Lesions,Does It Affect Daily Activities (Variant 2819)?,4,5,3,3,1
Skin Lesions,Any Emergency Warning Signs (Variant 2820)?,2,5,1,6,0
Hair Loss,Since How Many Days (Variant 2821)?,1,3,2,1,1
Hair Loss,"Mild, Moderate Or Severe (Variant 2822)?",8,2,3,2,0
Hair Loss,How Frequently Does It Occur (Variant 2823)?,3,4,1,4,1
Hair Loss,When Did It Start Worsening (Variant 2824)?,7,3,2,8,0
Hair Loss,Any Associated Symptoms Present (Variant 2825)?,0,5,3,0,1
Hair Loss,Triggered By Activity (Variant 2826)?,9,5,1,7,0
Hair Loss,Localized Or Widespread (Variant 2827)?,5,1,2,5,1
Hair Loss,Constant Or Intermittent (Variant 2828)?,6,0,3,3,0
Hair Loss,Does It Affect Daily Activities (Variant 2829)?,4,5,1,6,1
Hair Loss,Any Emergency Warning Signs (Variant 2830)?,2,5,2,1,0
Insomnia,Since How Many Days (Variant 2831)?,1,3,3,2,1
Insomnia,"Mild, Moderate Or Severe (Variant 2832)?",8,2,1,4,0
Insomnia,How Frequently Does It Occur (Variant 2833)?,3,4,2,8,1
Insomnia,When Did It Start Worsening (Variant 2834)?,7,3,3,0,0
Insomnia,Any Associated Symptoms Present (Variant 2835)?,0,5,1,7,1
Insomnia,Triggered By Activity (Variant 2836)?,9,5,2,5,0
Insomnia,Localized Or Widespread (Variant 2837)?,5,1,3,3,1
Insomnia,Constant Or Intermittent (Variant 2838)?,6,0,1,6,0
Insomnia,Does It Affect Daily Activities (Variant 2839)?,4,5,2,1,1
Insomnia,Any Emergency Warning Signs (Variant 2840)?,2,5,3,2,0
Anxiety,Since How Many Days (Variant 2841)?,1,3,1,4,1
Anxiety,"Mild, Moderate Or Severe (Variant 2842)?",8,2,2,8,0
Anxiety,How Frequently Does It Occur (Variant 2843)?,3,4,3,0,1
Anxiety,When Did It Start Worsening (Variant 2844)?,7,3,1,7,0
Anxiety,Any Associated Symptoms Present (Variant 2845)?,0,5,2,5,1
Anxiety,Triggered By Activity (Variant 2846)?,9,5,3,3,0
Anxiety,Localized Or Widespread (Variant 2847)?,5,1,1,6,1
Anxiety,Constant Or Intermittent (Variant 2848)?,6,0,2,1,0
Anxiety,Does It Affect Daily Activities (Variant 2849)?,4,5,3,2,1
Anxiety,Any Emergency Warning Signs (Variant 2850)?,2,5,1,4,0
Depressed Mood,Since How Many Days (Variant 2851)?,1,3,2,8,1
Depressed Mood,"Mild, Moderate Or Severe (Variant 2852)?",8,2,3,0,0
Depressed Mood,How Frequently Does It Occur (Variant 2853)?,3,4,1,7,1
Depressed Mood,When Did It Start Worsening (Variant 2854)?,7,3,2,5,0
Depressed Mood,Any Associated Symptoms Present (Variant 2855)?,0,5,3,3,1
Depressed Mood,Triggered By Activity (Variant 2856)?,9,5,1,6,0
Depressed Mood,Localized Or Widespread (Variant 2857)?,5,1,2,1,1
Depressed Mood,Constant Or Intermittent (Variant 2858)?,6,0,3,2,0
